id,tabset,pageset,pagename,item_type,item_order,item_text,item_text_es,item_text_long,item_text_long_es,item_alignment,item_font,item_cellspan,item_appendrule,item_help_bubble,item_help_bubble_es,item_help_parenting,item_help_parenting_es,item_help_legal,item_help_legal_es,item_help_code,item_help_code_es,question_group,question_field,q_label_location,q_text_location,q_text_style,q_option_location,q_option_layout,instance_number,q_subscript,item_rule,item_script,item_text_pt,item_text_long_pt
232,Complainant,Complainant,Mental,Question,3,,,,,left,Normal,1,end row,,,,,,,,,ChildMedical,MentalRelease,top,top,Normal,right,horizontal_2,0,,,,,
1649,Complainant,Complainant,Mental,Question,2,,,,,left,Normal,1,next cell,,,,,,,,,ChildMedical,MentalDiagnosisOther,top,top,question List Header,left,vertical,,,,,,
5712,Complainant,Complainant,ChildIdKit,Question,29,,,,,left,Normal,1,end row,,,,,,,,,ChildData,nationalityPaternalParentOne,top,top,Normal,left,vertical,0,,,,,
1096,Complainant,Complainant,Medical,Question,9,,,,,left,Normal,1,end row,,,,,,,,,ChildMedical,vaccinationStatus,top,top,Normal,right,horizontal_2,0,,,,,
2318,Complainant,Complainant,School,SeparatorLine,12,SeparatorLine,,,,left,Normal,3,end row,,,,,,,,,,,,,,,,,,,,,
3801,Complainant,Complainant,School,Text,13,"Grade Level, Performance and Conduct",,,,left,header,1,end row,,,,,,,,,,,,,,,,,,,,,
3699,Complainant,Complainant,ChildIdKit,SeparatorLine,39,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
1514,Complainant,Complainant,School,Question,14,,,,,left,,1,same cell,,,,,,,,,ChildSchool,schoolGradeLevel,top,top,,left,vertical,0,,,,,
239,Complainant,Complainant,School,Question,15,,,,,left,,1,same cell,,,,,,,,,ChildSchool,SchoolPerformance,top,top,,left,vertical,0,,,,,
4008,Complainant,Complainant,School,Question,17,,,,,left,,1,end row,,,,,,,,,ChildSchool,SchoolPerformanceNumericalSecondary,top,top,,left,vertical,0,,,,,
220,Complainant,Complainant,Medical,Question,5,,,,,left,header,3,end row,,,,,,,,,ChildMedical,Illness,top,top,Normal,right,horizontal_3,0,,,,,
5713,Complainant,Complainant,ChildIdKit,Question,30,,,,,left,Normal,1,end row,,,,,,,,,ChildData,nationalityMaternalParentTwo,top,top,Normal,left,vertical,0,,,,,
3670,Complainant,Complainant,ChildIdKit,EndDo,88,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
3619,Complainant,Complainant,ChildIdKit,SeparatorLine,32,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
3620,Complainant,Complainant,ChildIdKit,Question,34,,,,,left,Normal,1,same cell,,,,,,,,,ChildData,primaryLanguage,top,top,Normal,left,horizontal_4,0,,,,,
3621,Complainant,Complainant,ChildIdKit,Question,35,,,,,left,Normal,1,end row,,,,,,,,,ChildData,primaryLanguageAbility,top,top,Normal,left,horizontal_4,0,,,,,
3622,Complainant,Complainant,ChildIdKit,Question,36,,,,,left,Normal,1,same cell,,,,,,,,,ChildData,SecondLanguage,top,top,Normal,left,horizontal_4,0,,,,,
3623,Complainant,Complainant,ChildIdKit,Question,37,,,,,left,Normal,1,end row,,,,,,,,,ChildData,SecondLanguageAbility,top,top,Normal,left,vertical,0,,,,,
3708,Complainant,Complainant,ChildIdKit,Question,38,,,,,left,Normal,1,end row,,,,,,,,,ChildData,Speach,top,top,Normal,right,horizontal_2,0,,,,,
3693,Complainant,Complainant,ChildIdKit,Text,40,Physical Description,,,,left,header,1,end row,,,,,,,,,,,,,,,,,,,,,
3625,Complainant,Complainant,ChildIdKit,Question,41,,,,,left,Normal,1,same cell,,,,,,,,,ChildData,Gender,top,top,Normal,right,horizontal_2,0,,,,,
3626,Complainant,Complainant,ChildIdKit,Question,42,,,,,left,Normal,1,end row,,,,,,,,,ChildData,Handed,top,top,Normal,right,horizontal_3,0,,,,,
3627,Complainant,Complainant,ChildIdKit,Text,43,Height,,,,left,Normal,1,same cell,,,,,,,,,,,,,,,,,,,,,
3703,Complainant,Complainant,ChildIdKit,SeparatorLine,90,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
3628,Complainant,Complainant,ChildIdKit,Question,44,,,,,left,Normal,1,same cell,,,,,,,,,ChildData,heightFeet,bottom,top,Normal,bottom,vertical,0,,,,,
4007,Complainant,Complainant,School,Question,16,,,,,left,,1,same cell,,,,,,,,,ChildSchool,SchoolPerformanceNumericalPrimary,top,top,,left,vertical,0,,,,,
3629,Complainant,Complainant,ChildIdKit,Question,45,,,,,left,Normal,1,same cell,,,,,,,,,ChildData,heightInches,bottom,top,Normal,bottom,vertical,0,,,,,
3630,Complainant,Complainant,ChildIdKit,Question,46,,,,,left,Normal,2,end row,,,,,,,,,ChildData,Build,top,top,Normal,right,horizontal_3,0,,,,,
3631,Complainant,Complainant,ChildIdKit,Question,47,,,,,left,Normal,4,end row,,,,,,,,,ChildData,SkinColor,top,top,Normal,right,horizontal_5,0,,,,,
3698,Complainant,Complainant,ChildIdKit,Text,108,Dental Care,,,,left,header,1,end row,,,,,,,,,,,,,,,,,,,,,
3632,Complainant,Complainant,ChildIdKit,Question,48,,,,,left,Normal,3,end row,,,,,,,,,ChildData,FacialFeatures,top,top,Normal,right,horizontal_2,0,,,,,
2678,Complainant,Complainant,Medical,Question,6,,,,,left,Normal,1,same cell,,,,,,,,,ChildMedical,additionalHealthInfo,top,top,Normal,right,horizontal_2,0,,,,,
