id,question_id,question_field,option_order,option_name,option_label,option_label_es,option_text,option_text_es,option_value,option_datatype,option_textdata_size,option_textdata_type,option_label_link,option_help_bubble,option_help_bubble_es,option_help_parenting,option_help_parenting_es,option_help_legal,option_help_legal_es,option_help_code,option_help_code_es,option_label_pt,option_text_pt,option_show_label
12988,2746,Files_cklist,4,ComplaintSignedDated,Complaint Signed/Dated,,,,ComplaintSignedDated,,0,text,,,,,,,,,,,,0
12991,2746,Files_cklist,8,WitnessAffidavitsSignedDated,Witness Affidavits Signed/Dated,,,,WitnessAffidavitsSignedDated,,0,text,,,,,,,,,,,,0
12992,2746,Files_cklist,6,ComplainantsAffidavitSignedDated,Complainant's Affidavit Signed/Dated,,,,ComplainantsAffidavitSignedDated,,0,text,,,,,,,,,,,,0
12990,2746,dup_CompFile_cklist,7,EEOCounselorsReportSignedDated,EEO Counselor's Report Signed/Dated,,,,EEOCounselorsReportSignedDated,,0,text,,,,,,,,,,,,0
12993,2746,Files_cklist,9,EEOPostingVerified,EEO Posting Verified,,,,EEOPostingVerified,,0,text,,,,,,,,,,,,0
12997,2768,EmployStatus,2,no,no,,,,no,,,,,,,,,,,,,,,
12996,2768,EmployStatus,1,yes,yes,,,,yes,,0,,,,,,,,,,,,,0
12998,2771,EmployStep,0,1,1,,,,1,,0,text,,,,,,,,,,,,0
12999,2771,EmployStep,1,2,2,,,,2,,0,text,,,,,,,,,,,,0
13000,2771,EmployStep,2,3,3,,,,3,,0,text,,,,,,,,,,,,0
13001,2771,EmployStep,3,4,4,,,,4,,0,text,,,,,,,,,,,,0
13002,2771,EmployStep,4,5,5,,,,5,,0,text,,,,,,,,,,,,0
13003,2771,EmployStep,5,6,6,,,,6,,0,text,,,,,,,,,,,,0
13004,2771,EmployStep,6,7,7,,,,7,,0,text,,,,,,,,,,,,0
13005,2771,EmployStep,7,8,8,,,,8,,0,text,,,,,,,,,,,,0
13006,2771,EmployStep,8,9,9,,,,9,,0,text,,,,,,,,,,,,0
13007,2771,EmployStep,9,10,10,,,,10,,0,text,,,,,,,,,,,,0
13008,2770,EmployGrade,0,1,1,,,,1,,0,text,,,,,,,,,,,,0
13009,2770,EmployGrade,1,2,2,,,,2,,0,text,,,,,,,,,,,,0
13010,2770,EmployGrade,2,3,3,,,,3,,0,text,,,,,,,,,,,,0
13011,2770,EmployGrade,3,4,4,,,,4,,0,text,,,,,,,,,,,,0
13012,2770,EmployGrade,4,5,5,,,,5,,0,text,,,,,,,,,,,,0
13013,2770,EmployGrade,5,6,6,,,,6,,0,text,,,,,,,,,,,,0
13014,2770,EmployGrade,6,7,7,,,,7,,0,text,,,,,,,,,,,,0
13015,2770,EmployGrade,7,8,8,,,,8,,0,text,,,,,,,,,,,,0
13016,2770,EmployGrade,8,9,9,,,,9,,0,text,,,,,,,,,,,,0
13017,2770,EmployGrade,9,10,10,,,,10,,0,text,,,,,,,,,,,,0
13018,2770,EmployGrade,10,11,11,,,,11,,0,text,,,,,,,,,,,,0
13019,2770,EmployGrade,11,12,12,,,,12,,0,text,,,,,,,,,,,,0
13020,2770,EmployGrade,12,13,13,,,,13,,0,text,,,,,,,,,,,,0
13021,2770,EmployGrade,13,14,14,,,,14,,0,text,,,,,,,,,,,,0
13022,2770,EmployGrade,14,15,15,,,,15,,0,text,,,,,,,,,,,,0
13038,2783,SupLevel1PriorEEO,2,no,no,,,,no,,,,,,,,,,,,,,,
13037,2783,SupLevel1PriorEEO,1,yes,yes,,,,yes,,0,,,,,,,,,,,,,0
13039,2785,SupLevel1PayScale,0,GS,GS,,,,GS,,0,text,,,,,,,,,,,,0
13040,2785,SupLevel1PayScale,1,WS,WS,,,,WS,,0,text,,,,,,,,,,,,0
13045,2786,SupLevel1PayGrade,0,9,9,,,,9,,0,text,,,,,,,,,,,,0
13046,2786,SupLevel1PayGrade,1,10,10,,,,10,,0,text,,,,,,,,,,,,0
13047,2786,SupLevel1PayGrade,2,11,11,,,,11,,0,text,,,,,,,,,,,,0
13048,2786,SupLevel1PayGrade,3,12,12,,,,12,,0,text,,,,,,,,,,,,0
13049,2786,SupLevel1PayGrade,4,13,13,,,,13,,0,text,,,,,,,,,,,,0
13050,2786,SupLevel1PayGrade,5,14,14,,,,14,,0,text,,,,,,,,,,,,0
13051,2786,SupLevel1PayGrade,6,15,15,,,,15,,0,text,,,,,,,,,,,,0
13052,2785,SupLevel1PayScale,2,WG,WG,,,,WG,,0,text,,,,,,,,,,,,0
13053,2785,SupLevel1PayScale,3,WL,WL,,,,WL,,0,text,,,,,,,,,,,,0
13056,2787,dup_SupLevel1PayScale,0,GS,GS,,,,GS,,0,text,,,,,,,,,,,,0
13057,2787,dup_SupLevel1PayScale,1,WS,WS,,,,WS,,0,text,,,,,,,,,,,,0
13058,2787,dup_SupLevel1PayScale,2,WG,WG,,,,WG,,0,text,,,,,,,,,,,,0
13059,2787,dup_SupLevel1PayScale,3,WL,WL,,,,WL,,0,text,,,,,,,,,,,,0
13060,2787,dup_SupLevel1PayScale,4,YA,YA,,,,YA,,0,text,,,,,,,,,,,,0
13061,2787,dup_SupLevel1PayScale,5,VN,VN,,,,VN,,0,text,,,,,,,,,,,,0
13062,2788,dup_SupLevel1PayScale,0,GS,GS,,,,GS,,0,text,,,,,,,,,,,,0
13063,2788,dup_SupLevel1PayScale,1,WS,WS,,,,WS,,0,text,,,,,,,,,,,,0
13064,2788,dup_SupLevel1PayScale,2,WG,WG,,,,WG,,0,text,,,,,,,,,,,,0
13065,2788,dup_SupLevel1PayScale,3,WL,WL,,,,WL,,0,text,,,,,,,,,,,,0
13066,2788,dup_SupLevel1PayScale,4,YA,YA,,,,YA,,0,text,,,,,,,,,,,,0
13067,2788,dup_SupLevel1PayScale,5,VN,VN,,,,VN,,0,text,,,,,,,,,,,,0
13068,2792,dup_SupLevel1PayScale,0,GS,GS,,,,GS,,0,text,,,,,,,,,,,,0
13069,2792,dup_SupLevel1PayScale,1,WS,WS,,,,WS,,0,text,,,,,,,,,,,,0
13070,2792,dup_SupLevel1PayScale,2,WG,WG,,,,WG,,0,text,,,,,,,,,,,,0
13071,2792,dup_SupLevel1PayScale,3,WL,WL,,,,WL,,0,text,,,,,,,,,,,,0
13072,2792,dup_SupLevel1PayScale,4,YA,YA,,,,YA,,0,text,,,,,,,,,,,,0
13073,2792,dup_SupLevel1PayScale,5,VN,VN,,,,VN,,0,text,,,,,,,,,,,,0
13074,2793,dup_SupLevel1PayGrade,0,9,9,,,,9,,0,text,,,,,,,,,,,,0
13075,2793,dup_SupLevel1PayGrade,1,10,10,,,,10,,0,text,,,,,,,,,,,,0
13076,2793,dup_SupLevel1PayGrade,2,11,11,,,,11,,0,text,,,,,,,,,,,,0
13077,2793,dup_SupLevel1PayGrade,3,12,12,,,,12,,0,text,,,,,,,,,,,,0
13078,2793,dup_SupLevel1PayGrade,4,13,13,,,,13,,0,text,,,,,,,,,,,,0
13079,2793,dup_SupLevel1PayGrade,5,14,14,,,,14,,0,text,,,,,,,,,,,,0
13080,2793,dup_SupLevel1PayGrade,6,15,15,,,,15,,0,text,,,,,,,,,,,,0
13081,2796,dup_SupLevel1Gender,0,male,male,,,,male,,0,text,,,,,,,,,,,,0
13082,2796,dup_SupLevel1Gender,1,female,female,,,,female,,0,text,,,,,,,,,,,,0
13083,2797,dup_SupLevel1PriorEEO,2,no,no,,,,no,,0,,,,,,,,,,,,,0
13084,2797,dup_SupLevel1PriorEEO,1,yes,yes,,,,yes,,0,,,,,,,,,,,,,0
13086,2807,dup_jurisdiction,34,North Carolina,North Carolina,,,,NC,,0,,,,,,,,,,,,,0
13087,2807,dup_jurisdiction,2,Alabama,Alabama,,,,AL,,0,,,,,,,,,,,,,0
13088,2807,dup_jurisdiction,3,Alaska,Alaska,,,,AK,,0,,,,,,,,,,,,,0
13089,2807,dup_jurisdiction,4,Arizona,Arizona,,,,AZ,,0,,,,,,,,,,,,,0
13090,2807,dup_jurisdiction,5,Arkansas,Arkansas,,,,AR,,0,,,,,,,,,,,,,0
13091,2807,dup_jurisdiction,6,California,California,,,,CA,,0,,,,,,,,,,,,,0
13092,2807,dup_jurisdiction,7,Colorado,Colorado,,,,CO,,0,,,,,,,,,,,,,0
13093,2807,dup_jurisdiction,8,Connecticut,Connecticut,,,,CT,,0,,,,,,,,,,,,,0
13094,2807,dup_jurisdiction,9,Delaware,Delaware,,,,DE,,0,,,,,,,,,,,,,0
13095,2807,dup_jurisdiction,10,Florida,Florida,,,,FL,,0,,,,,,,,,,,,,0
13096,2807,dup_jurisdiction,11,Georgia,Georgia,,,,GA,,0,,,,,,,,,,,,,0
13097,2807,dup_jurisdiction,12,Hawaii,Hawaii,,,,HI,,0,,,,,,,,,,,,,0
13098,2807,dup_jurisdiction,13,Idaho,Idaho,,,,ID,,0,,,,,,,,,,,,,0
13099,2807,dup_jurisdiction,14,Illinois,Illinois,,,,IL,,0,,,,,,,,,,,,,0
13100,2807,dup_jurisdiction,15,Indiana,Indiana,,,,IN,,0,,,,,,,,,,,,,0
13101,2807,dup_jurisdiction,16,Iowa,Iowa,,,,IA,,0,,,,,,,,,,,,,0
13102,2807,dup_jurisdiction,17,Kansas,Kansas,,,,KS,,0,,,,,,,,,,,,,0
13103,2807,dup_jurisdiction,18,Kentucky,Kentucky,,,,KY,,0,,,,,,,,,,,,,0
13104,2807,dup_jurisdiction,19,Louisiana,Louisiana,,,,LA,,0,,,,,,,,,,,,,0
13105,2807,dup_jurisdiction,20,Maine,Maine,,,,ME,,0,,,,,,,,,,,,,0
13106,2807,dup_jurisdiction,21,Maryland,Maryland,,,,MD,,0,,,,,,,,,,,,,0
13107,2807,dup_jurisdiction,22,Massachusetts,Massachusetts,,,,MA,,0,,,,,,,,,,,,,0
13108,2807,dup_jurisdiction,23,Michigan,Michigan,,,,MI,,0,,,,,,,,,,,,,0
13109,2807,dup_jurisdiction,24,Minnesota,Minnesota,,,,MN,,0,,,,,,,,,,,,,0
13110,2807,dup_jurisdiction,25,Mississippi,Mississippi,,,,MS,,0,,,,,,,,,,,,,0
13111,2807,dup_jurisdiction,26,Missouri,Missouri,,,,MO,,0,,,,,,,,,,,,,0
13112,2807,dup_jurisdiction,27,Montana,Montana,,,,MT,,0,,,,,,,,,,,,,0
13113,2807,dup_jurisdiction,28,Nebraska,Nebraska,,,,NE,,0,,,,,,,,,,,,,0
13114,2807,dup_jurisdiction,29,Nevada,Nevada,,,,NV,,0,,,,,,,,,,,,,0
13115,2807,dup_jurisdiction,30,New Hampshire,New Hampshire,,,,NH,,0,,,,,,,,,,,,,0
13116,2807,dup_jurisdiction,31,New Jersey,New Jersey,,,,NJ,,0,,,,,,,,,,,,,0
13117,2807,dup_jurisdiction,32,New Mexico,New Mexico,,,,NM,,0,,,,,,,,,,,,,0
13118,2807,dup_jurisdiction,33,New York,New York,,,,NY,,0,,,,,,,,,,,,,0
13119,2807,dup_jurisdiction,35,North Dakota,North Dakota,,,,ND,,0,,,,,,,,,,,,,0
13120,2807,dup_jurisdiction,36,Ohio,Ohio,,,,OH,,0,,,,,,,,,,,,,0
13121,2807,dup_jurisdiction,37,Oklahoma,Oklahoma,,,,OK,,0,,,,,,,,,,,,,0
13122,2807,dup_jurisdiction,38,Oregon,Oregon,,,,OR,,0,,,,,,,,,,,,,0
13123,2807,dup_jurisdiction,39,Pennsylvania,Pennsylvania,,,,PA,,0,,,,,,,,,,,,,0
13124,2807,dup_jurisdiction,40,Rhode Island,Rhode Island,,,,RI,,0,,,,,,,,,,,,,0
13125,2807,dup_jurisdiction,41,South Carolina,South Carolina,,,,SC,,0,,,,,,,,,,,,,0
13126,2807,dup_jurisdiction,42,South Dakota,South Dakota,,,,SD,,0,,,,,,,,,,,,,0
13127,2807,dup_jurisdiction,43,Tennessee,Tennessee,,,,TN,,0,,,,,,,,,,,,,0
13128,2807,dup_jurisdiction,44,Texas,Texas,,,,TX,,0,,,,,,,,,,,,,0
13586,2881,dup_Nationality,194,Turkey,,,,,,,0,,,,,,,,,,,,,0
13129,2807,dup_jurisdiction,45,Utah,Utah,,,,UT,,0,,,,,,,,,,,,,0
13130,2807,dup_jurisdiction,46,Vermont,Vermont,,,,VT,,0,,,,,,,,,,,,,0
13131,2807,dup_jurisdiction,47,Virginia,Virginia,,,,VA,,0,,,,,,,,,,,,,0
13132,2807,dup_jurisdiction,48,Washington,Washington,,,,WA,,0,,,,,,,,,,,,,0
13133,2807,dup_jurisdiction,50,West Virginia,West Virginia,,,,WV,,0,,,,,,,,,,,,,0
13134,2807,dup_jurisdiction,51,Wisconsin,Wisconsin,,,,WI,,0,,,,,,,,,,,,,0
13135,2807,dup_jurisdiction,52,Wyoming,Wyoming,,,,WY,,0,,,,,,,,,,,,,0
13136,2807,dup_jurisdiction,49,"Washington, D.C.",,,,,,,0,,,,,,,,,,,,,0
13137,2807,dup_jurisdiction,1,(State),,,,,(State),,0,text,,,,,,,,,,,,0
13138,2808,dup_jurisdiction,34,North Carolina,North Carolina,,,,NC,,0,,,,,,,,,,,,,0
13139,2808,dup_jurisdiction,2,Alabama,Alabama,,,,AL,,0,,,,,,,,,,,,,0
13140,2808,dup_jurisdiction,3,Alaska,Alaska,,,,AK,,0,,,,,,,,,,,,,0
13141,2808,dup_jurisdiction,4,Arizona,Arizona,,,,AZ,,0,,,,,,,,,,,,,0
13142,2808,dup_jurisdiction,5,Arkansas,Arkansas,,,,AR,,0,,,,,,,,,,,,,0
13143,2808,dup_jurisdiction,6,California,California,,,,CA,,0,,,,,,,,,,,,,0
13144,2808,dup_jurisdiction,7,Colorado,Colorado,,,,CO,,0,,,,,,,,,,,,,0
13145,2808,dup_jurisdiction,8,Connecticut,Connecticut,,,,CT,,0,,,,,,,,,,,,,0
13146,2808,dup_jurisdiction,9,Delaware,Delaware,,,,DE,,0,,,,,,,,,,,,,0
13147,2808,dup_jurisdiction,10,Florida,Florida,,,,FL,,0,,,,,,,,,,,,,0
13148,2808,dup_jurisdiction,11,Georgia,Georgia,,,,GA,,0,,,,,,,,,,,,,0
13149,2808,dup_jurisdiction,12,Hawaii,Hawaii,,,,HI,,0,,,,,,,,,,,,,0
13150,2808,dup_jurisdiction,13,Idaho,Idaho,,,,ID,,0,,,,,,,,,,,,,0
13151,2808,dup_jurisdiction,14,Illinois,Illinois,,,,IL,,0,,,,,,,,,,,,,0
13152,2808,dup_jurisdiction,15,Indiana,Indiana,,,,IN,,0,,,,,,,,,,,,,0
13153,2808,dup_jurisdiction,16,Iowa,Iowa,,,,IA,,0,,,,,,,,,,,,,0
13154,2808,dup_jurisdiction,17,Kansas,Kansas,,,,KS,,0,,,,,,,,,,,,,0
13155,2808,dup_jurisdiction,18,Kentucky,Kentucky,,,,KY,,0,,,,,,,,,,,,,0
13156,2808,dup_jurisdiction,19,Louisiana,Louisiana,,,,LA,,0,,,,,,,,,,,,,0
13157,2808,dup_jurisdiction,20,Maine,Maine,,,,ME,,0,,,,,,,,,,,,,0
13158,2808,dup_jurisdiction,21,Maryland,Maryland,,,,MD,,0,,,,,,,,,,,,,0
13159,2808,dup_jurisdiction,22,Massachusetts,Massachusetts,,,,MA,,0,,,,,,,,,,,,,0
13160,2808,dup_jurisdiction,23,Michigan,Michigan,,,,MI,,0,,,,,,,,,,,,,0
13161,2808,dup_jurisdiction,24,Minnesota,Minnesota,,,,MN,,0,,,,,,,,,,,,,0
13162,2808,dup_jurisdiction,25,Mississippi,Mississippi,,,,MS,,0,,,,,,,,,,,,,0
13163,2808,dup_jurisdiction,26,Missouri,Missouri,,,,MO,,0,,,,,,,,,,,,,0
13164,2808,dup_jurisdiction,27,Montana,Montana,,,,MT,,0,,,,,,,,,,,,,0
13165,2808,dup_jurisdiction,28,Nebraska,Nebraska,,,,NE,,0,,,,,,,,,,,,,0
13166,2808,dup_jurisdiction,29,Nevada,Nevada,,,,NV,,0,,,,,,,,,,,,,0
13167,2808,dup_jurisdiction,30,New Hampshire,New Hampshire,,,,NH,,0,,,,,,,,,,,,,0
13168,2808,dup_jurisdiction,31,New Jersey,New Jersey,,,,NJ,,0,,,,,,,,,,,,,0
13169,2808,dup_jurisdiction,32,New Mexico,New Mexico,,,,NM,,0,,,,,,,,,,,,,0
13170,2808,dup_jurisdiction,33,New York,New York,,,,NY,,0,,,,,,,,,,,,,0
13171,2808,dup_jurisdiction,35,North Dakota,North Dakota,,,,ND,,0,,,,,,,,,,,,,0
13172,2808,dup_jurisdiction,36,Ohio,Ohio,,,,OH,,0,,,,,,,,,,,,,0
13173,2808,dup_jurisdiction,37,Oklahoma,Oklahoma,,,,OK,,0,,,,,,,,,,,,,0
13174,2808,dup_jurisdiction,38,Oregon,Oregon,,,,OR,,0,,,,,,,,,,,,,0
13175,2808,dup_jurisdiction,39,Pennsylvania,Pennsylvania,,,,PA,,0,,,,,,,,,,,,,0
13176,2808,dup_jurisdiction,40,Rhode Island,Rhode Island,,,,RI,,0,,,,,,,,,,,,,0
13177,2808,dup_jurisdiction,41,South Carolina,South Carolina,,,,SC,,0,,,,,,,,,,,,,0
13178,2808,dup_jurisdiction,42,South Dakota,South Dakota,,,,SD,,0,,,,,,,,,,,,,0
13179,2808,dup_jurisdiction,43,Tennessee,Tennessee,,,,TN,,0,,,,,,,,,,,,,0
13180,2808,dup_jurisdiction,44,Texas,Texas,,,,TX,,0,,,,,,,,,,,,,0
13181,2808,dup_jurisdiction,45,Utah,Utah,,,,UT,,0,,,,,,,,,,,,,0
13182,2808,dup_jurisdiction,46,Vermont,Vermont,,,,VT,,0,,,,,,,,,,,,,0
13183,2808,dup_jurisdiction,47,Virginia,Virginia,,,,VA,,0,,,,,,,,,,,,,0
13184,2808,dup_jurisdiction,48,Washington,Washington,,,,WA,,0,,,,,,,,,,,,,0
13185,2808,dup_jurisdiction,50,West Virginia,West Virginia,,,,WV,,0,,,,,,,,,,,,,0
13186,2808,dup_jurisdiction,51,Wisconsin,Wisconsin,,,,WI,,0,,,,,,,,,,,,,0
13187,2808,dup_jurisdiction,52,Wyoming,Wyoming,,,,WY,,0,,,,,,,,,,,,,0
13188,2808,dup_jurisdiction,49,"Washington, D.C.",,,,,,,0,,,,,,,,,,,,,0
13189,2808,dup_jurisdiction,1,(State),,,,,(State),,0,text,,,,,,,,,,,,0
13190,2815,ReprisalPriorEEOType,0,EEOComplaint,EEO Complaint,,,,EEOComplaint,,0,text,,,,,,,,,,,,0
13191,2815,ReprisalPriorEEOType,1,InvestigationParticipant,Investigation Participant,,,,InvestigationParticipant,,0,text,,,,,,,,,,,,0
13192,2815,ReprisalPriorEEOType,2,OpposedDiscriminatoryPractices,Opposed Discriminatory Practices,,,,OpposedDiscriminatoryPractices,,0,text,,,,,,,,,,,,0
13193,2815,ReprisalPriorEEOType,3,Other,Other,,,,Other,,30,text,,,,,,,,,,,,0
13195,2816,MgtNoticeMethod,1,verbalPhone,verbal - phone,,,,verbalPhone,,0,text,,,,,,,,,,,,0
13196,2816,MgtNoticeMethod,3,verbalInPerson,verbal - in person,,,,verbalInPerson,,0,text,,,,,,,,,,,,0
13199,2816,MgtNoticeMethod,7,letterReceipt,letter - receipt,,,,letterReceipt,,0,text,,,,,,,,,,,,0
13200,2816,MgtNoticeMethod,4,rumor,rumor ,,,,rumor,,0,text,,,,,,,,,,,,0
13197,2816,MgtNoticeMethod,5,email,email,,,,email,,0,text,,,,,,,,,,,,0
13201,2816,MgtNoticeMethod,9,other,other,,,,other,,12,text,,,,,,,,,,,,0
13202,2816,MgtNoticeMethod,8,fax,fax,,,,fax,,0,text,,,,,,,,,,,,0
13198,2816,MgtNoticeMethod,6,letterNoReceipt,letter - no receipt,,,,letterNoReceipt,,0,text,,,,,,,,,,,,0
13204,2743,Harassment,8,hostileWorkEnvironment,hostile work environment,,,,hostileWorkEnvironment,,0,text,,,,,,,,,,,,0
13205,2743,Harassment,9,other,other,,,,other,,20,text,,,,,,,,,,,,0
13206,2817,MgtNoticeOrigin,0,Complainant,Complainant,,,,Complainant,,0,text,,,,,,,,,,,,0
13207,2817,MgtNoticeOrigin,1,Management,Management,,,,Management,,0,text,,,,,,,,,,,,0
13208,2817,MgtNoticeOrigin,2,Employee,Employee,,,,Employee,,0,text,,,,,,,,,,,,0
13209,2817,MgtNoticeOrigin,3,Document,Document,,,,Document,,0,text,,,,,,,,,,,,0
13210,2817,MgtNoticeOrigin,4,Other,Other,,,,Other,,20,text,,,,,,,,,,,,0
13219,2830,dup_ParentTwoState,7,Connecticut,Connecticut,,,,CT,,0,,,,,,,,,,,,,0
13220,2830,dup_ParentTwoState,8,Delaware,Delaware,,,,DE,,0,,,,,,,,,,,,,0
13221,2830,dup_ParentTwoState,48,"Washington, D.C.",,,,,,,0,,,,,,,,,,,,,0
13222,2830,dup_ParentTwoState,1,Alabama,Alabama,,,,AL,,0,,,,,,,,,,,,,0
13223,2830,dup_ParentTwoState,2,Alaska,Alaska,,,,AK,,0,,,,,,,,,,,,,0
13224,2830,dup_ParentTwoState,3,Arizona,Arizona,,,,AZ,,0,,,,,,,,,,,,,0
13225,2830,dup_ParentTwoState,4,Arkansas,Arkansas,,,,AR,,0,,,,,,,,,,,,,0
13226,2830,dup_ParentTwoState,5,California,California,,,,CA,,0,,,,,,,,,,,,,0
13227,2830,dup_ParentTwoState,6,Colorado,Colorado,,,,CO,,0,,,,,,,,,,,,,0
13228,2830,dup_ParentTwoState,9,Florida,Florida,,,,FL,,0,,,,,,,,,,,,,0
13229,2830,dup_ParentTwoState,10,Georgia,Georgia,,,,GA,,0,,,,,,,,,,,,,0
13230,2830,dup_ParentTwoState,11,Hawaii,Hawaii,,,,HI,,0,,,,,,,,,,,,,0
13231,2830,dup_ParentTwoState,12,Idaho,Idaho,,,,ID,,0,,,,,,,,,,,,,0
13232,2830,dup_ParentTwoState,13,Illinois,Illinois,,,,IL,,0,,,,,,,,,,,,,0
13233,2830,dup_ParentTwoState,14,Indiana,Indiana,,,,IN,,0,,,,,,,,,,,,,0
13234,2830,dup_ParentTwoState,15,Iowa,Iowa,,,,IA,,0,,,,,,,,,,,,,0
13235,2830,dup_ParentTwoState,16,Kansas,Kansas,,,,KS,,0,,,,,,,,,,,,,0
13236,2830,dup_ParentTwoState,17,Kentucky,Kentucky,,,,KY,,0,,,,,,,,,,,,,0
13237,2830,dup_ParentTwoState,18,Louisiana,Louisiana,,,,LA,,0,,,,,,,,,,,,,0
13238,2830,dup_ParentTwoState,19,Maine,Maine,,,,ME,,0,,,,,,,,,,,,,0
13239,2830,dup_ParentTwoState,20,Maryland,Maryland,,,,MD,,0,,,,,,,,,,,,,0
13240,2830,dup_ParentTwoState,21,Massachusetts,Massachusetts,,,,MA,,0,,,,,,,,,,,,,0
13241,2830,dup_ParentTwoState,22,Michigan,Michigan,,,,MI,,0,,,,,,,,,,,,,0
13242,2830,dup_ParentTwoState,23,Minnesota,Minnesota,,,,MN,,0,,,,,,,,,,,,,0
13243,2830,dup_ParentTwoState,24,Mississippi,Mississippi,,,,MS,,0,,,,,,,,,,,,,0
13244,2830,dup_ParentTwoState,25,Missouri,Missouri,,,,MO,,0,,,,,,,,,,,,,0
13245,2830,dup_ParentTwoState,26,Montana,Montana,,,,MT,,0,,,,,,,,,,,,,0
13246,2830,dup_ParentTwoState,27,Nebraska,Nebraska,,,,NE,,0,,,,,,,,,,,,,0
13247,2830,dup_ParentTwoState,28,Nevada,Nevada,,,,NV,,0,,,,,,,,,,,,,0
13248,2830,dup_ParentTwoState,29,New Hampshire,New Hampshire,,,,NH,,0,,,,,,,,,,,,,0
13249,2830,dup_ParentTwoState,30,New Jersey,New Jersey,,,,NJ,,0,,,,,,,,,,,,,0
13250,2830,dup_ParentTwoState,31,New Mexico,New Mexico,,,,NM,,0,,,,,,,,,,,,,0
13251,2830,dup_ParentTwoState,32,New York,New York,,,,NY,,0,,,,,,,,,,,,,0
13252,2830,dup_ParentTwoState,33,North Carolina,North Carolina,,,,NC,,0,,,,,,,,,,,,,0
13253,2830,dup_ParentTwoState,34,North Dakota,North Dakota,,,,ND,,0,,,,,,,,,,,,,0
13254,2830,dup_ParentTwoState,35,Ohio,Ohio,,,,OH,,0,,,,,,,,,,,,,0
13255,2830,dup_ParentTwoState,36,Oklahoma,Oklahoma,,,,OK,,0,,,,,,,,,,,,,0
13256,2830,dup_ParentTwoState,37,Oregon,Oregon,,,,OR,,0,,,,,,,,,,,,,0
13257,2830,dup_ParentTwoState,38,Pennsylvania,Pennsylvania,,,,PA,,0,,,,,,,,,,,,,0
13258,2830,dup_ParentTwoState,39,Rhode Island,Rhode Island,,,,RI,,0,,,,,,,,,,,,,0
13259,2830,dup_ParentTwoState,40,South Carolina,South Carolina,,,,SC,,0,,,,,,,,,,,,,0
13260,2830,dup_ParentTwoState,41,South Dakota,South Dakota,,,,SD,,0,,,,,,,,,,,,,0
13261,2830,dup_ParentTwoState,42,Tennessee,Tennessee,,,,TN,,0,,,,,,,,,,,,,0
13262,2830,dup_ParentTwoState,43,Texas,Texas,,,,TX,,0,,,,,,,,,,,,,0
13263,2830,dup_ParentTwoState,44,Utah,Utah,,,,UT,,0,,,,,,,,,,,,,0
13264,2830,dup_ParentTwoState,45,Vermont,Vermont,,,,VT,,0,,,,,,,,,,,,,0
13265,2830,dup_ParentTwoState,46,Virginia,Virginia,,,,VA,,0,,,,,,,,,,,,,0
13266,2830,dup_ParentTwoState,47,Washington,Washington,,,,WA,,0,,,,,,,,,,,,,0
13267,2830,dup_ParentTwoState,49,West Virginia,West Virginia,,,,WV,,0,,,,,,,,,,,,,0
13268,2830,dup_ParentTwoState,50,Wisconsin,Wisconsin,,,,WI,,0,,,,,,,,,,,,,0
13269,2830,dup_ParentTwoState,51,Wyoming,Wyoming,,,,WY,,0,,,,,,,,,,,,,0
13270,2831,dup_ParentTwoState,7,Connecticut,Connecticut,,,,CT,,0,,,,,,,,,,,,,0
13271,2831,dup_ParentTwoState,8,Delaware,Delaware,,,,DE,,0,,,,,,,,,,,,,0
13272,2831,dup_ParentTwoState,48,"Washington, D.C.",,,,,,,0,,,,,,,,,,,,,0
13273,2831,dup_ParentTwoState,1,Alabama,Alabama,,,,AL,,0,,,,,,,,,,,,,0
13587,2881,dup_Nationality,195,Turkmenistan,,,,,,,0,,,,,,,,,,,,,0
13274,2831,dup_ParentTwoState,2,Alaska,Alaska,,,,AK,,0,,,,,,,,,,,,,0
13275,2831,dup_ParentTwoState,3,Arizona,Arizona,,,,AZ,,0,,,,,,,,,,,,,0
13276,2831,dup_ParentTwoState,4,Arkansas,Arkansas,,,,AR,,0,,,,,,,,,,,,,0
13277,2831,dup_ParentTwoState,5,California,California,,,,CA,,0,,,,,,,,,,,,,0
13278,2831,dup_ParentTwoState,6,Colorado,Colorado,,,,CO,,0,,,,,,,,,,,,,0
13279,2831,dup_ParentTwoState,9,Florida,Florida,,,,FL,,0,,,,,,,,,,,,,0
13280,2831,dup_ParentTwoState,10,Georgia,Georgia,,,,GA,,0,,,,,,,,,,,,,0
13281,2831,dup_ParentTwoState,11,Hawaii,Hawaii,,,,HI,,0,,,,,,,,,,,,,0
13282,2831,dup_ParentTwoState,12,Idaho,Idaho,,,,ID,,0,,,,,,,,,,,,,0
13283,2831,dup_ParentTwoState,13,Illinois,Illinois,,,,IL,,0,,,,,,,,,,,,,0
13284,2831,dup_ParentTwoState,14,Indiana,Indiana,,,,IN,,0,,,,,,,,,,,,,0
13285,2831,dup_ParentTwoState,15,Iowa,Iowa,,,,IA,,0,,,,,,,,,,,,,0
13286,2831,dup_ParentTwoState,16,Kansas,Kansas,,,,KS,,0,,,,,,,,,,,,,0
13287,2831,dup_ParentTwoState,17,Kentucky,Kentucky,,,,KY,,0,,,,,,,,,,,,,0
