id,question_order,instance_name,question_group,question_field,question_label,question_label_es,question_label_short,question_label_short_es,question_text,question_text_es,question_inputtype,question_width,question_datatype,question_options,question_default_value,question_rule,updatestamp,question_label_link,question_help_bubble,question_help_bubble_es,question_help_parenting,question_help_parenting_es,question_help_legal,question_help_legal_es,question_help_code,question_help_code_es,is_favorite,data_array,data_array_counter,question_help_topic,question_label_pt,question_label_short_pt,question_text_pt,question_help_bubble_pt,question_help_parenting_pt,question_help_legal_pt,question_help_code_pt,question_help_topic_es,question_help_topic_pt
2067,246,Custody,Custody,childNeglect,VChildrenWasWere your vchildChildren ever neglected by you? ,,abuseType,,,,multicheck,0,text,,,,1926-02-07 14:47:42,,,,"The info below is from Prevent Child Abuse America, <a target=""_blank"" href=""http://www.preventchildabuse.org"">click here for their website.</a>\n\nSIGNS OF NEGLECT\nConsider the possibility of neglect when the child:\n·  Is frequently absent from school;\n·  Begs or steals food or money from classmates;\n·  Lacks needed medical or dental care, immunizations, or glasses;\n·  Is consistently dirty and has severe body odor;\n·  Lacks sufficient clothing for the weather;\n·  Abuses alcohol or other drugs; or\n·  States there is no one at home to provide care.\n\nConsider the possibility of neglect when the parent or other adult caregiver:\n·  Appears to be indifferent to the child;\n·  Seems apathetic or depressed;\n·  Behaves irrationally or in a bizarre manner; or\n·  Is abusing alcohol or other drugs.",,,,,,,0,,Neglect; Child Neglect,,,,,,,,,
1304,106,Custody,Custody,contactActivities,Activities,,"Extracurricular - setting activities, hobbies, clubs, attendance, supplies and uniforms",,,,radio,0,text,,,,1924-12-11 12:13:01,,"Setting up and tracking activities like hobbies, clubs or scouts, making sure child attends meetings and has all equipment, supplies and uniforms required, volunteering for activities or outings.",,"The contact parent for extracurricular activities will be responsible for investigating the cost for uniforms, car pools or equipment and the time required for the activity and to/from shuttle time. Be careful you do not agree to more than one or two activities because that may be a setup for unnecessary stress, disappointment and failure.  \n\nAs the contact parent, you could be very busy shuttling from school to activity, especially if you have more than one child. These can enrich your child's life in so many ways, such as improving his socialization, self-esteem, self-confidence and circle of friends. For younger children, consider having a family discussion around the activity but parents should have the final word since their time and money are involved.\n\nThe younger the child the less understanding she will have about the value of money. Likewise, younger children are not the best judge of time so they may want too many activities based on time available after school or other obligations like homework or chores. Before you say yes to an activity, find out what is involved. \n\nThe contact parent should weigh benefits to the child versus the negatives of spending your time, energy and money. If a balanced schedule is chosen, you will not end up resenting your child for taking all your time and your child will not end up disapointed. Don't forget that children need individual play time and quiet time to wind down, so include that time in the schedule.\n\nIf you do not have the funds for some of these activities, research scholarships from your church or business clubs like Rotary, Lions or Kiwanis and when you get a ""no"" ask them for other places to check. Check with the local park and recreation office or other government facility for activities where your child can participate for little or no cost.",,,,,,,,,,,,,,,,,,
1302,81,Custody,Custody,physicalCustodyDetrimentalToChildReason,Put additional info here:,,sole legal custody reason other,,,,textarea,30,text,,,,1924-12-05 14:53:35,,,,,,"In order to prove to the judge that the other parent is harmful to your children's well-being and should not have physical custody, use examples in a ""when/then"" statement. For instance, ""When she was at home watching the children I then returned home to find her drunk and the children playing with matches."" When you prepare your statement think of who, what, when, where, how and how often.\n\nAs difficult as these statements might be, your examples should paint a very clear picture of why you feel a need for your children to be protected and to not share physical custody. Make sure your reason is based on many past important experiences and not just a feeling or belief of what may happen.\nNegative behaviors need to be exposed and documented in writing or witnessed by others in order create for your child a safe and loving home. ",,,,,,,,,,,,,,,,
1752,159,Custody,Custody,drugTest4Child,Would you both agree that vPlanChildrenNames should be tested if drugs are now or become an issue in the future?,,[[field Parent_FirstName(1)]] agreement on drug test for [[field Custody_AgreementName]],,,,radio,0,text,,,,1925-09-13 22:00:37,,,,,,,,,,,0,,,,,,,,,,,
1493,61,Custody,Custody,numberOfAdultResidents,Add/Remove Adult Residents,,Add/Remove Adult Residents,,,,number_change_button,0,text,,,,1925-03-05 17:56:10,,,,,,,,,,,0,,,,,,,,,,,
425,187,Custody,Custody,resolutionInterventionPerson,"If you know a friend or professional who could help resolve this situation, who would that be?","Si tiene alguna persona en mente para ayudarle, pónga su nombre en este espacio:",Name of person to help,"Si tiene alguna persona en mente para ayudarle, pÃ³nga su nombre en este espacio:",,,text,40,text,,,,2004-04-10 16:19:51,,,,,,,,,,,,,,,,,,,,,,
2128,169,General,Custody,disabledPersonDisabilityType,Disability,,Type of disability,,,,text,0,text,,,,1926-02-16 17:59:15,,physical or mental,,,,,,,,,0,,,,,,,,,,,
785,103,Custody,Custody,contactDental,Dental,,"Dental - appointments, documenting symptoms/problems",,,,radio,0,text,,,,2004-07-20 07:30:24,,"Setting and keeping appointments with dentist, dental hygenist (teeth cleaning) and orthodontist (braces, retainers), watching and writing down symptoms and problems to tell the doctors.",,"Both parents should agree that your time and money are well worth the sacrifices you will make for your child's dental health. Whoever is the contact should not feel silly about asking the dentist and hygenist questions because they are the experts and your child comes first. Ask about brushing, flossing, and causes of gum disease plus prevention like mouthwash and floride treatments.\n\nWhen you add up regular brushing/flossing/mouthwash practices at home as well as a regular schedule for cleanings, treatments and orthodontia can be a substantial investment of time and money. But remember your child's teeth should last a lifetime and your child's smile and health are worth the investment of time and money. \n\n",,,,,,,,,,,,,,,,,,
1504,169,General,Custody,disabledPersonResidence,With whom does that person live?,,other disabled person's residence,,,,radio,0,text,,,,1925-03-06 15:41:12,,,,,,,,,,,0,,,,,,,,,,,
415,99,Custody,Custody,DecideSpecEducation,Special Ed. decisions by:,,Special Education or assistance for disabled or impaired child,,,,radio,0,text,Both|Mother|Father,,,2004-04-09 20:52:03,,"When a child needs special classes, tutoring, accommodations or assistance of any kind.",,"With a ""special needs"" child it is very important to recognize the subtle ways by which she shows you or her teachers how she is feeling about the current conflict. \n\nBeing aware of her behaviors and how they may have changed recently may offer important clues as to the right way to address her needs. To offer special educators these insights could make the difference in how your child adjusts to the current conflict and how she will succeed in school and in life.",,,,,,,0,,,,,,,,,,,
314,98,Custody,Custody,DecideEducation,Education decisions by:,,Education - which school and special classes,,,,radio,0,text,Both|Mother|Father,,,2004-03-10 12:23:28,,Choice of school and special classes.,,"If you think your child's educational needs might be compromised by the current conflict in your marriage, consider speaking with his teacher and school counselor. Let them know about the situation and his current emotional challenges. \n\nGive the teacher a ""heads-up"" about the possible reasons for his lack of interest, distraction, depression or aggressive behavior he may be expressing. In this way, the teacher will have the information to design a learning program to match your child's experience. The most important teaching here for parents is acceptance, tolerance and patience for your child during these times.",,,,,,,0,,,,,,,,,,,
601,141,Custody,Custody,datingContactChildUnsupervised,After how much time dating would it be appropriate for that person to have unsupervised contact with vPlanChildrenNames?,"¿Por cuánto tiempo después de que el niño conozca a su pareja, debe un padre permitir que esa pareja tenga un contacto con el niño sin supervisión?",Date's unsupervised contact with [[field Custody_AgreementName]]:,"Â¿Por cuÃ¡nto tiempo despuÃ©s de que el niÃ±o conozca a su pareja, debe un padre permitir que esa pareja tenga un contacto con el niÃ±o sin supervisiÃ³n?",,,radio,0,text,,afterMonth,,2004-05-30 14:33:54,,,,"Consider your children when deciding whether enough time has passed to begin dating. In the weeks and months following a separation or divorce, it may be very difficult for your children to feel good about you dating someone. \n\nThey may view your dating as mean or disrespectful to the other parent. They may even believe that you are trying to replace the other parent. Remember that the other parent is someone who is very precious to them. If they identify too closely with the other parent, your dating may be perceived as your rejection of them. A child  who is younger or emotionally immature may find it very difficult or impossible to accept the changed family relationship. He may find it even more difficult to accept a new person into his life.\n ",,,,,,,0,,,,,,,,,,,
315,101,Custody,Custody,DecideMedical,Medical approval decisions by:,,"Medical Approvals - medical procedures, medications, and mental health treatment",,,,radio,0,text,Both|Mother|Father,,,2004-03-10 12:27:16,,"Authorization for medical procedures, medications, and mental health treatment.",,"Making an effort towards our personal health reinforces our need to have strong emotional health. It is important to deal with conflict with a healthy body and mind, so we can withstand stress and think clearly. If health has not been a priority during our relationship, now may be the time to begin a new practice. \n\nEstablishing better exercise, hygiene, and nutrition is a step in the direction of turning a difficult situation into a personal inspiration. Doctors, dentists and other health professionals, including personal trainers at a health club, represent one's whole and healthy approach to life. \n\nChoosing who you see and making them aware of your personal and family stress will help them guide you towards a healthier new life. Now is the time to choose healthcare professionals who will help you and your family attain a healty lifestyle.",,,,,,,0,,,,,,,,,,,
1281,153,Custody,Custody,drugAbusePastChild,Did [[PlanChildrenNamesOr]] use illegal drugs or abuse legal drugs in the past?,,,,,,multicheck,0,text,,,,1924-12-03 21:27:39,,,,,,"FAMILY CODE SECTION 3041.5.  \n  (a) In any custody or visitation proceeding brought under\nthis part, as described in Section 3021, the court may order any\n parent who is seeking custody of, or visitation with, a child who is\n the subject of the proceeding to undergo testing for the illegal use\n of controlled substances and the use of alcohol if there is a\n judicial determination based upon a preponderance of evidence that\n there is the habitual, frequent, or continual illegal use of\n controlled substances or the habitual or continual abuse of alcohol\n by the parent or legal custodian.  This evidence may include, but may\n not be limited to, a conviction within the last five years for the\n illegal use or possession of a controlled substance.  The court shall\n order the least intrusive method of testing for the illegal use of\n controlled substances or the habitual or continual abuse of alcohol\n by either or both parents or the legal custodian.  If substance abuse\n testing is ordered by the court, the testing shall be performed in\n conformance with procedures and standards established by the United\n States Department of Health and Human Services for drug testing of\n federal employees.  The parent or legal custodian who has undergone\n drug testing shall have the right to a hearing, if requested, to\n challenge a positive test result.  A positive test result, even if\n challenged and upheld, shall not, by itself, constitute grounds for\n an adverse custody decision.  Determining the best interests of the\n child requires weighing all relevant factors.  The results of this\n testing shall be confidential, shall be maintained as a sealed record\n in the court file, and may not be released to any person except the\n court, the parties, their attorneys, the Judicial Council (until\n completion of its authorized study of the testing process) and any\n person to whom the court expressly grants access by written order\n made with prior notice to all parties.  Any person who has access to\n the test results may not disseminate copies or disclose information\n about the test results to any person other than a person who is\n authorized to receive the test results pursuant to this section.  Any\n breach of the confidentiality of the test results shall be\n punishable by civil sanctions not to exceed two thousand five hundred\n dollars ($2,500).  The results of the testing may not be used for\n any purpose, including any criminal, civil, or administrative\n proceeding, except to assist the court in determining, for purposes\n of the proceeding, the best interest of the child pursuant to Section\n 3011, and the content of the order or judgment determining custody\n or visitation.  The court may order either party, or both parties, to\n pay the costs of the drug or alcohol testing ordered pursuant to\n this section.  As used in this section, ""controlled substances"" has\n the same meaning as defined in the California Uniform Controlled\n Substances Act, Division 10 (commencing with Section 11000) of the\n Health and Safety Code.\n   (b) This section shall remain in effect only until January 1,\n 2008, and as of that date is repealed, unless a later enacted\n statute, that is enacted before January 1, 2008, deletes or extends\n that date.",,,,,,,,,,,,,,,,
1270,152,Custody,Custody,drugAbusePastP1,Did you use illegal drugs or abuse legal drugs in the past?,,,,,,multicheck,0,text,,,,1924-12-02 11:01:16,,,,,,"FAMILY CODE SECTION 3041.5.  \n  (a) In any custody or visitation proceeding brought under\nthis part, as described in Section 3021, the court may order any\n parent who is seeking custody of, or visitation with, a child who is\n the subject of the proceeding to undergo testing for the illegal use\n of controlled substances and the use of alcohol if there is a\n judicial determination based upon a preponderance of evidence that\n there is the habitual, frequent, or continual illegal use of\n controlled substances or the habitual or continual abuse of alcohol\n by the parent or legal custodian.  This evidence may include, but may\n not be limited to, a conviction within the last five years for the\n illegal use or possession of a controlled substance.  The court shall\n order the least intrusive method of testing for the illegal use of\n controlled substances or the habitual or continual abuse of alcohol\n by either or both parents or the legal custodian.  If substance abuse\n testing is ordered by the court, the testing shall be performed in\n conformance with procedures and standards established by the United\n States Department of Health and Human Services for drug testing of\n federal employees.  The parent or legal custodian who has undergone\n drug testing shall have the right to a hearing, if requested, to\n challenge a positive test result.  A positive test result, even if\n challenged and upheld, shall not, by itself, constitute grounds for\n an adverse custody decision.  Determining the best interests of the\n child requires weighing all relevant factors.  The results of this\n testing shall be confidential, shall be maintained as a sealed record\n in the court file, and may not be released to any person except the\n court, the parties, their attorneys, the Judicial Council (until\n completion of its authorized study of the testing process) and any\n person to whom the court expressly grants access by written order\n made with prior notice to all parties.  Any person who has access to\n the test results may not disseminate copies or disclose information\n about the test results to any person other than a person who is\n authorized to receive the test results pursuant to this section.  Any\n breach of the confidentiality of the test results shall be\n punishable by civil sanctions not to exceed two thousand five hundred\n dollars ($2,500).  The results of the testing may not be used for\n any purpose, including any criminal, civil, or administrative\n proceeding, except to assist the court in determining, for purposes\n of the proceeding, the best interest of the child pursuant to Section\n 3011, and the content of the order or judgment determining custody\n or visitation.  The court may order either party, or both parties, to\n pay the costs of the drug or alcohol testing ordered pursuant to\n this section.  As used in this section, ""controlled substances"" has\n the same meaning as defined in the California Uniform Controlled\n Substances Act, Division 10 (commencing with Section 11000) of the\n Health and Safety Code.\n   (b) This section shall remain in effect only until January 1,\n 2008, and as of that date is repealed, unless a later enacted\n statute, that is enacted before January 1, 2008, deletes or extends\n that date.",,,,,,,,,,,,,,,,
369,62,Custody,Custody,ResidentAdultAuthority2,Parenting Role,El papel de los padres,Parenting Role,El papel de los padres,,,radioV,0,text,full authority|supporting authority|no authority ,,,2004-03-28 11:20:53,,,,,,,,,,,,,,,,,,,,,,
453,233,Custody,Custody,verbalClaim,verbalClaim,Solicitud verbal,verbalClaim,Solicitud verbal,,,checkbox,0,text,,,,2004-04-15 07:58:05,,,,,,,,,,,,,,,,,,,,,,
298,51,Custody,Custody,ChildReligion,We agree that our children should be raised to follow,,ChildReligion,,,,text,20,text,,,,2004-03-09 13:10:38,,,,,,,,,,,0,,,,,,,,,,,
2127,132,Custody,Custody,disabilityLimitAbilityP2,Does [[field Parent_FirstName(2)]]'s disability prevent vPartnerHimHer from being fully responsible for [[PlanChildrenNames]] when with vPartnerHimHer?,,,,,,radio,0,text,,,,1926-02-16 15:43:32,,,,,,,,,,,0,,,,,,,,,,,
2093,230,Custody,Custody,anotherAbusedAsChildType,Abuse experienced by another in the household:,,,,,,multicheck,0,text,,,,1926-02-09 15:26:41,,,,,,,,,,,0,,,,,,,,,,,
335,243,Custody,Custody,abuseAnimals,abuseAnimals,,abuseAnimals,,,,checkbox,0,text,animals abused,,,2004-03-22 16:28:28,,,,,,,,,,,,,,,,,,,,,,
2080,248,Custody,Custody,childAbuseFirstAnother,When did the first abuse happen?,,,,,,text_date,0,text,,,,1926-02-08 18:33:45,,give an approximate date,,,,,,,,,0,,,,,,,,,,,
332,237,Custody,Custody,abuse,abuse,,abuse,,,,checkbox,0,text,,,,2004-03-22 16:13:28,,,,,,,,,,,,,,,,,,,,,,
904,244,Custody,Custody,abuseParentTwo,VparentTwo accused,,VparentTwo accused,,,,checkbox,0,text,,,,2004-09-05 08:00:48,,,,,,,,,,,,,,,,,,,,,,
310,65,Custody,Custody,LimitHoursPhoneChild,LimitHoursPhoneChild,,LimitHoursPhoneChild,,,,radio,0,text,shall not be limited|shall be limited,,,2004-03-09 22:41:23,,,,,,,,,,,,,,,,,,,,,,
2078,248,Custody,Custody,childAbuseLast,When did the most recent abuse happen?,,,,,,text_date,0,text,,,,1926-02-08 18:16:07,,give an approximate date,,,,,,,,,0,,,,,,,,,,,
616,39,Custody,Custody,alienationExistsLevel,What level of alienation has happened?,,What level of alienation has happened?,,,,radio,0,text,,,,2004-06-12 11:47:22,,,,,,,,,,,,,,,,,,,,,,
2075,251,Custody,Custody,childNeglectAnother,VChildrenWasWere your vchildChildren ever neglected while in the care of another? ,,abuseType,,,,multicheck,0,text,,,,1926-02-08 11:31:46,,,,"The info below is from Prevent Child Abuse America, <a target=""_blank"" href=""http://www.preventchildabuse.org"">click here for their website.</a>\n\nSIGNS OF NEGLECT\nConsider the possibility of neglect when the child:\n·  Is frequently absent from school;\n·  Begs or steals food or money from classmates;\n·  Lacks needed medical or dental care, immunizations, or glasses;\n·  Is consistently dirty and has severe body odor;\n·  Lacks sufficient clothing for the weather;\n·  Abuses alcohol or other drugs; or\n·  States there is no one at home to provide care.\n\nConsider the possibility of neglect when the parent or other adult caregiver:\n·  Appears to be indifferent to the child;\n·  Seems apathetic or depressed;\n·  Behaves irrationally or in a bizarre manner; or\n·  Is abusing alcohol or other drugs.",,,,,,,0,,,,,,,,,,,
1260,59,Custody,Custody,residentAdultParentRelationship3,This adult lives with:,,Adult lives with:,,,,radio,0,text,,,,1924-11-23 16:48:45,,,,,,,,,,,,,,,,,,,,,,
2106,249,Custody,Custody,childNeglectFirstAnother,When did the first neglect happen?,,,,,,text_date,0,text,,,,1926-02-12 14:17:41,,give an approximate date,,,,,,,,,0,,,,,,,,,,,
901,63,Custody,Custody,ResidentAdultAuthority3,Parenting Role,,Parenting Role,,,,number_change_select,0,text,,,,2004-09-05 07:48:51,,,,,,,,,,,0,,,,,,,,,,,
1662,104,Custody,Custody,DecideHealthProvidersReasonNoShare,Not sharing healthcare provider decisions because:,,,,,,text,50,text,,,,1925-06-04 12:31:55,,,,,,,,,,,0,,,,,,,,,,,
1667,106,Custody,Custody,DecideChildCareParentTwoReasonNoShare,Not sharing childcare decisions because:,,,,,,text,50,text,,,,1925-06-04 12:42:11,,,,,,,,,,,0,,,,,,,,,,,
2119,142,Custody,Custody,drugAbuseSolutionChildP2,What does [[field Parent_FirstName(2)]] feel is the solution if our vChildChildren vChildrenHasHave has a drug problem? ,,Parent1 Abuse solution for Child,,,,multicheck,0,text,,,,1926-02-16 09:45:32,,,,,,,,,,,0,,,,,,,,,,,
2124,137,Child,Custody,alcoholAbuseLevelCurrentChild,What is [[field ChildData_FirstName(ii)]]'s level of alcohol abuse now?,,Abuse level,,,,radio,0,text,,,,1926-02-16 12:45:09,,,,,,,,,,,0,,,,,,,,,,,
2122,136,Child,Custody,alcoholAbuseProofChild,What proof do you have that [[field ChildData_FirstName(ii)]] is drinking?,,Alcohol abuse proof,,,,multicheck,0,text,,,,1926-02-16 12:42:13,,,,,,,,,,,0,,,,,,,,,,,
2121,149,Child,Custody,alcoholAbuseSolutionChildP2,What does [[field Parent_FirstName(2)]] think should be done if [[ChildData_FirstName(ii)]] has a drinking problem?,,Alcohol abuse,,,,multicheck,0,text,,,,1926-02-16 11:47:41,,,,,,,,,,,0,,,,,,,,,,,
2120,149,Child,Custody,alcoholAbuseSolutionChildP1,What do you think should be done if [[ChildData_FirstName(ii)]] has a drinking problem?,,Alcohol abuse,,,,multicheck,0,text,,,,1926-02-16 11:47:08,,,,,,,,,,,0,,,,,,,,,,,
2113,156,Custody,Custody,drugTreatmentAgreementChildP2,"If our vChildChildren test positive for illegal drugs, would [[field Parent_FirstName(2)]]  agree \nto vChildrenHisHerTheir drug treatment?",,,,,,radio,0,text,,,,1926-02-14 23:09:40,,,,,,,,,,,0,,,,,,,,,,,
2070,248,Custody,Custody,childNeglect2,VChildrenWasWere your vchildChildren ever neglected by [[field Parent_FirstName(2)]]? ,,abuseType,,,,multicheck,0,text,,,,1926-02-07 15:40:42,,,,"The info below is from Prevent Child Abuse America, <a target=""_blank"" href=""http://www.preventchildabuse.org"">click here for their website.</a>\n\nSIGNS OF NEGLECT\nConsider the possibility of neglect when the child:\n·  Is frequently absent from school;\n·  Begs or steals food or money from classmates;\n·  Lacks needed medical or dental care, immunizations, or glasses;\n·  Is consistently dirty and has severe body odor;\n·  Lacks sufficient clothing for the weather;\n·  Abuses alcohol or other drugs; or\n·  States there is no one at home to provide care.\n\nConsider the possibility of neglect when the parent or other adult caregiver:\n·  Appears to be indifferent to the child;\n·  Seems apathetic or depressed;\n·  Behaves irrationally or in a bizarre manner; or\n·  Is abusing alcohol or other drugs.",,,,,,,0,,,,,,,,,,,
2100,250,Custody,Custody,childNeglectAnotherStillContact,Is that person still in contact with your vchildChildren?,,,,,,radio,20,text,,,,1926-02-10 12:32:19,,,,,,,,,,,0,,,,,,,,,,,
783,101,Custody,Custody,contactSpecEducation,Special Ed.,,"Special Ed. - getting information, enrolling, checking progress, accommodations",,,,radio,0,text,,,,2004-07-19 22:43:53,,"Enrolling child into programs and checking on the child's progress for special classes, tutoring, accommodations or assistance of any kind.",,"As the contact person and the other parent you will want to be introduced to everyone involved in your childs care. By knowing who your child comes in to contact each day will help you evauate the kind of special attention your child needs. Your child's  assistant , bus driver  and teacher will all have an important daily inmpact on your child's life. Knowing them personally can offer you some important avenues for understanding your child's developement. As the primary person making decisions about your child's special care you will want  to provide for the other parent any possible programs which may assist your child's developement. Collaborating on what best serves a special needs child empowers  the entire family. ",,,,,,,,,,,,,,,,,,
417,179,Custody,Custody,disabilitySharedResponRefuseGuil,"Does [[field Parent_FirstName(2)]] share responsibility for the care of vPlanChildrenNames with others?  If not, why not?",,[[field Parent_FirstName(2)]] won't share responsibility,,,,multicheck,0,text,guilt,,,2004-04-10 10:21:37,,,,"When a special needs parent has unresolved feelings about their responsibility for causing or curing or caring, their behavior may show sign of guilt, extreme protectiveness or lack of protection. To help resolve these feelings parents and perhaps children may benefit from therapy. When a parent who feels guilty shares responsibility, he or she may feel both threatened and depressed and especially when the behavior of the care giving parent is called into question. When one parent attempts to control care of the child to the exclusion of the other parent, this may mean a profound need by the care giving parent to make up for the tragic event that resulted in some kind of physical or mental disability.\n\nIf the parent has very little self esteem or meaning in life, the needs of the child may give meaning to an otherwise unfulfilled life. If the child is being held back because of these underlying feelings, the parent should be encouraged to receive counseling and parenting education to develop a strong ""self"" so the child is not harmed.  Self development may include reading, scheduled days off, exercise, diet and possibly a support group where parents in similar situations can share experiences, ideas, support and wisdom.\n\nAnother symptom of this guilt might be an overt rejection of the special needs child, where the parent gives up any sort of responsibility, affection or concern. It would be difficult but not impossible to convince a parent with this attitude to become responsible for the child without the help of counseling. Since the parent may feel shameful of the child and may not admit fear or even dislike of the child, it may be wise to limit time with the child until this situation improves.  Acceptance, understanding and kindness are the best ways to heal the parent so that the child will have two loving parents.\n\nHow the child become disabled may be important, for instance if a disability was caused by a hereditary defect of the father or by the mother's behavior during pregnancy such as drugs or drinking. Depending on the cause, one or both parent might be too protective of the child, such as always worrying about or watching the child or preventing the child to play with others in a normal activity like rollerblading or football.\n\nOther ways problems associated with a disabled child may include behaviors like not maintaining herself or ignoring family or work duties. There might also be a lack of self care and even self destructive attitudes and possible addictive behaviors such as alcohol, drugs (legal and illegal), food (gorging, binging, anorexia) or other issues.\n",,,,,,,0,,,,,,,,,,,
2073,251,Custody,Custody,childAbuse2,VChildrenWasWere your vchildChildren ever abused by [[field Parent_FirstName(2)]]? ,,abuseType,,,,multicheck,0,text,,,,1926-02-07 17:42:11,,,,"The info below is from Prevent Child Abuse America, <a target=""_blank"" href=""http://www.preventchildabuse.org"">click here for their website.</a>\n\nRECOGNIZING CHILD ABUSE\nExperienced educators likely have seen all forms of child abuse at one time or another. They are\nalert to signs like these that may signal the presence of child abuse.\nThe Child:\n·  Shows sudden changes in behavior or school performance;\n·  Has not received help for physical or medical problems brought to the parents' attention;\n·  Has learning problems that cannot be attributed to specific physical or psychological\ncauses;\n·  Is always watchful, as though preparing for something bad to happen;\n·  Lacks adult supervision;\n·  Is overly compliant, an overachiever, or too responsible; or\n·  Comes to school early, stays late, and does not want to go home.\n\nThe Parent:\n·  Shows little concern for the child, rarely responding to the school's requests for\ninformation, for conferences, or for home visits;\n·  Denies the existence of -- or blames the child for -- the child's problems in school or at\nhome;\n·  Asks the classroom teacher to use harsh physical discipline if the child misbehaves;\n·  Sees the child entirely bad, worthless, or burdensome;\n·  Demands perfection or a level of physical or academic performance the child cannot\nachieve; or\n·  Looks primarily to the child for care, attention, and satisfaction of emotional needs.\n\nThe Parent and Child:\n·  Rarely touch or look at each other;\n·  Consider their relationship entirely negative; or\n·  State that they do not like each other.\n·  None of these signs proves that child abuse is present in a family. Any of them may be\nfound in any parent or child at one time or another. But when these signs appear\nrepeatedly or in combination, they should cause the educator to take closer look at the\nsituation and to consider the possibility of child abuse. That second look may reveal\nfurther signs of abuse or signs of a particular kind of child abuse.\n\nSIGNS OF SEXUAL ABUSE\nConsider the possibility of sexual abuse when the child:\n·  Has difficulty walking or sitting;\n·  Suddenly refuses to change for gym or to participate in physical activities;\n·  Demonstrates bizarre, sophisticated, or unusual sexual knowledge or behavior;\n·  Becomes pregnant or contracts a venereal disease, particularly if under age fourteen;\n·  Runs away; or\n·  Reports sexual abuse by a parent or another adult caregiver.\nConsider the possibility of sexual abuse when the parent or other adult caregiver:\n·  Is unduly protective of the child, severely limits the child's contact with other children,\nespecially of the opposite sex;\n·  Is secretive and isolated; or\n·  Describes marital difficulties involving family power struggles or sexual relations.\n\nSIGNS OF PHYSICAL ABUSE\nConsider the possibility of physical abuse when the child:\n·  Has unexplained burns, bites, bruises, broken bones, or black eyes;\n·  Has fading bruises or other marks noticeable after an absence from school;\n·  Seems frightened of the parents and protests or cries when it is time to go home from\nschool;\n·  Shrinks at the approach of adults; or\n·  Reports injury by a parent or another adult caregiver.\nConsider the possibility of physical abuse when the parent or other adult caregiver:\n·  Offers conflicting, unconvincing, or no explanation for the child's injury;\n·  Describes the child as ""evil,"" or in some other very negative way;\n·  Uses harsh physical discipline with the child; or\n·  Has a history of abuse as a child.\n\nEMOTIONAL ABUSE\nEmotional child abuse is maltreatment which results in impaired psychological growth and development. It involves words, actions, and indifference. Abusers constantly reject, ignore, belittle, dominate, and criticize the victims. This form of abuse may occur with or without physical abuse, but there is often an overlap.\n\nExamples of emotional child abuse are verbal abuse; excessive demands on a child’s performance; penalizing a child for positive, normal behavior (smiling, mobility, exploration, vocalization, manipulation of objects); discouraging caregiver and infant attachment; penalizing a child for demonstrating signs of positive self-esteem; and penalizing a child for using interpersonal skills needed for adequate performance in school and peer groups. In addition, frequently exposing children to family violence and unwillingness or inability to provide\naffection.\n\nSIGNS OF EMOTIONAL ABUSE\nConsider the possibility of emotional abuse when the child:\n·  Shows extremes in behavior, such as overly compliant or demanding behavior, extreme\npassivity or aggression;\n·  Is either inappropriately adult (parenting other children, for example) or inappropriately\ninfantile (frequently rocking or head-banging, for example);\n·  Is delayed in physical or emotional development;\n·  Has attempted suicide; or\n·  Reports a lack of attachment to the parent.\n\nConsider the possibility of emotional maltreatment when the parent or other adult caregiver:\n·  Constantly blames, belittles, or berates the child;\n·  Is unconcerned about the child and refuses to consider offers of help for the child's school\nproblems; or\n·  Overtly rejects the child.\n\nSIGNS OF NEGLECT\nConsider the possibility of neglect when the child:\n·  Is frequently absent from school;\n·  Begs or steals food or money from classmates;\n·  Lacks needed medical or dental care, immunizations, or glasses;\n·  Is consistently dirty and has severe body odor;\n·  Lacks sufficient clothing for the weather;\n·  Abuses alcohol or other drugs; or\n·  States there is no one at home to provide care.\n\nConsider the possibility of neglect when the parent or other adult caregiver:\n·  Appears to be indifferent to the child;\n·  Seems apathetic or depressed;\n·  Behaves irrationally or in a bizarre manner; or\n·  Is abusing alcohol or other drugs.",,,,,,,0,,,,,,,,,,,
