id,question_id,question_field,option_order,option_name,option_label,option_label_es,option_text,option_text_es,option_value,option_datatype,option_textdata_size,option_textdata_type,option_label_link,option_help_bubble,option_help_bubble_es,option_help_parenting,option_help_parenting_es,option_help_legal,option_help_legal_es,option_help_code,option_help_code_es,option_label_pt,option_text_pt,option_show_label
2148,900,dup_ResdientAdultRelationshipRadio2,4,paying roomate,paying roomate,,,,paying roomate,,,,,,,,,,,,,,,
6144,1470,dup_parentGreetings,3,rarely,,,,,,,,,,,,,,,,,,,,
2150,901,dup_ResidentAdultAuthority2,1,full authority,full authority,,,,full authority,,,,,,,,,,,,,,,
2151,901,dup_ResidentAdultAuthority2,2,supporting authority,supporting authority,,,,supporting authority,,,,,,,,,,,,,,,
2152,901,dup_ResidentAdultAuthority2,3,no authority ,no authority ,,,,no authority ,,,,,,,,,,,,,,,
2153,902,dup_residentAdultChildren2,1,yes,yes,,,,yes,,,,,,,,,,,,,,,
2154,902,dup_residentAdultChildren2,2,no,no,,,,no,,,,,,,,,,,,,,,
7420,1768,dup_collaborationExperience,3,rarely,rarely,,,,rarely,,0,,,,,,,,,,,,,
7421,1768,dup_collaborationExperience,4,never,never,,,,never,,0,,,,,,,,,,,,,
7422,1769,dup_collaborationExperience,0,always,always,,,,always,,0,,,,,,,,,,,,,
6145,1470,dup_parentGreetings,2,sometimes,sometimes,,,,sometimes,,,,,,,,,,,,,,,
6146,1470,dup_parentGreetings,1,mostly,,,,,,,,,,,,,,,,,,,,
6093,579,collaborationProblemSolvingMethod,0,always,always,,,,always,,0,text,,,,,,,,,,,,
6035,1449,dup_numberOfOtherCampTypes,3,4,4,,,,4,,,,,,,,,,,,,,,
6094,579,collaborationProblemSolvingMethod,2,sometimes,sometimes,,,,sometimes,,0,text,,,,,,,,,,,,
6095,579,collaborationProblemSolvingMethod,1,mostly,mostly,,,,mostly,,0,text,,,,,,,,,,,,
6096,579,collaborationProblemSolvingMethod,3,rarely,rarely,,,,rarely,,0,text,,,,,,,,,,,,
6097,579,collaborationProblemSolvingMethod,4,never,never,,,,never,,0,text,,,,,,,,,,,,
6098,580,collaborationWinWin,0,always,always,,,,always,,0,,,,,,,,,,,,,
2199,661,lessonsEdu,3,VparentTwo agrees,"[[field Parent_FirstName(2) ""your partner""]] agrees",,,,VparentTwo agrees,,,,,,,,,,,,,,,
2202,925,dup_teamSports,1,both parents agree,both parents agree,,,,both parents agree,,,,,,,,,,,,,,,
2203,925,dup_teamSports,2,VparentOne agrees,"[[field Parent_FirstName(1) ""you""]] agrees",,,,VparentOne agrees,,,,,,,,,,,,,,,
2204,925,dup_teamSports,3,VparentTwo agrees,"[[field Parent_FirstName(2) ""your partner""]] agrees",,,,VparentTwo agrees,,,,,,,,,,,,,,,
9433,2303,dup_jurisdictionCounty,1,over three months,over three months,,,,over three months,,0,,,,,,,,,,,,,
9592,2315,dup_movingSchoolDistrict,4,OnlyVParentTwoAgrees,only [[field Parent_FirstName(2)]] agrees,,,,OnlyVParentTwoAgrees,,0,text,,,,,,,,,,,,
9640,2328,dup_contactHoursNonSchoolStartAMPM,1,PM,P.M.,,,,PM,,0,text,,,,,,,,,,,,
3112,1212,dentalFinancialResponsible,4,other,other,,,,other,,10,text,,pick 0 to 100 %,,,,,,,,,,
9718,2343,dup_bedtimeTimeSchool,7,12,12,,,,12,,0,,,,,,,,,,,,,
9643,2332,dup_contactHoursSchoolStartAMPM,0,PM,P.M.,,,,PM,,0,text,,,,,,,,,,,,
9644,2332,dup_contactHoursSchoolStartAMPM,1,AM,A.M.,,,,AM,,0,text,,,,,,,,,,,,
9645,2334,dup_contactHoursSchoolEndAMPM,1,PM,P.M.,,,,PM,,0,text,,,,,,,,,,,,
9646,2334,dup_contactHoursSchoolEndAMPM,2,AM,A.M.,,,,AM,,0,text,,,,,,,,,,,,
9719,2343,dup_bedtimeTimeSchool,2,7,,,,,,,0,,,,,,,,,,,,,
10261,2440,dup_Nationality,156,Poland,,,,,,,0,,,,,,,,,,,,,
7051,643,religiousWorship,3,Atheismnone,Atheism (none),,,,Atheismnone,,0,,,,,,,,,,,,,
8660,2222,dup_citizenImmigrationStatus,1,USCitizen,U.S. citizen,,,,USCitizen,,0,text,,,,,,,,,,,,
6099,580,collaborationWinWin,1,mostly,mostly,,,,mostly,,0,,,,,,,,,,,,,
8846,2226,dup_Nationality,20,Belgium,,,,,,,0,,,,,,,,,,,,,
7819,2030,sharingGenAgree,0,weAgree,we agree,,,,weAgree,,0,text,,,,,,,,,,,,
7769,723,custodySameAgree4All,2,vParentTwo agrees,[[field Parent_FirstName(2)]] agrees,,,,vParentTwo agrees,,0,text,,,,,,,,,,,,
9450,2305,Court_jurisdiction,32,New Mexico,New Mexico,,,,NM,,0,,,,,,,,,,,,,
6580,1583,state_select,37,Oregon,Oregon,Oregon,,,OR,,,,,,,,,,,,,,,
9972,843,friendsNumbers,4,oneToTwo,one to two,,,,oneToTwo,,0,text,,,,,,,,,,,,
9846,2369,dup_negativeDocumentsP2,0,never,never,,,,never,,0,text,,,,,,,,,,,,
1421,689,dup_campDriver,7,otherShallDrive,other shall drive,,%,,otherShallDrive,,2,text,,,,,,,,,,,,
9964,843,friendsNumbers,6,fiveOrMore,five or more,,,,fiveOrMore,,0,text,,,,,,,,,,,,
8661,2222,dup_citizenImmigrationStatus,4,otherCitizen,other citizen,,,,otherCitizen,,10,text,,specify citizen status from another country,,,,,,,,,,
8662,2222,dup_citizenImmigrationStatus,2,permanent resident,permanent resident,,,,permanent resident,,0,,,green card,,,,,,,,,,
8663,2222,dup_citizenImmigrationStatus,3,temporaryResident,temporary resident,,,,temporaryResident,,10,text,,specify visa type,,,,,,,,,,
8664,2223,dup_citizenImmigrationStatusP1,1,USCitizen,U.S. citizen,,,,USCitizen,,0,text,,,,,,,,,,,,
8665,2223,dup_citizenImmigrationStatusP1,4,otherCitizen,other citizen,,,,otherCitizen,,10,text,,specify citizen status from another country,,,,,,,,,,
8666,2223,dup_citizenImmigrationStatusP1,2,permanent resident,permanent resident,,,,permanent resident,,0,,,green card,,,,,,,,,,
8667,2223,dup_citizenImmigrationStatusP1,3,temporaryResident,temporary resident,,,,temporaryResident,,10,text,,specify visa type,,,,,,,,,,
8668,2224,dup_Ethnicity,2,Asian,Asian,,,,Asian,,0,,,,,,,,,,,,,
8669,2224,dup_Ethnicity,3,Black,Black,,,,Black,,0,,,,,,,,,,,,,
8670,2224,dup_Ethnicity,4,Pacific Islander,Pacific Islander,,,,Pacific Islander,,0,,,,,,,,,,,,,
8671,2224,dup_Ethnicity,5,Native American,Native American,,,,Native American,,0,,,,,,,,,,,,,
8672,2224,dup_Ethnicity,1,Caucasian,Caucasian,,,,Caucasian,,0,text,,,,,,,,,,,,
8673,2225,dup_EthnicityP1,2,Asian,Asian,,,,Asian,,0,,,,,,,,,,,,,
8674,2225,dup_EthnicityP1,3,Black,Black,,,,Black,,0,,,,,,,,,,,,,
7423,1769,dup_collaborationExperience,1,mostly,,,,,,,0,,,,,,,,,,,,,
2247,930,dup_pet1Custody,1,VparentOne,,,,,,,,,,,,,,,,,,,,
2248,930,dup_pet1Custody,2,VparentTwo,,,,,,,,,,,,,,,,,,,,
7424,1769,dup_collaborationExperience,2,sometimes,sometimes,,,,sometimes,,0,,,,,,,,,,,,,
6100,580,collaborationWinWin,2,sometimes,sometimes,,,,sometimes,,0,,,,,,,,,,,,,
6101,580,collaborationWinWin,3,rarely,rarely,,,,rarely,,0,,,,,,,,,,,,,
6102,580,collaborationWinWin,4,never,never,,,,never,,0,,,,,,,,,,,,,
6103,742,childInputVoice,0,always,always,,,,always,,0,,,,,,,,,,,,,
6104,742,childInputVoice,1,mostly,mostly,,,,mostly,,0,,,,,,,,,,,,,
1156,608,abuseSolution,5,court order,court order,,,,court order,,,,,,,,,,,,,,,
1157,608,abuseSolution,4,mediation,mediation,,,,mediation,,,,,,,,,,,,,,,
1063,608,abuseSolution,3,family counseling,family counseling,,,,family counseling,,,,,,,,,,,,,,,
2266,608,abuseSolution,2,counseling for Vpartner,"counseling for [[field Parent_FirstName(2) ""your partner""]]",,,,counseling for Vpartner,,,,,,,,,,,,,,,
1064,608,abuseSolution,8,don't know,don't know,,,,don't know,,,,,,,,,,,,,,,
2267,608,abuseSolution,6,Vpartner must hit bottom,"[[field Parent_FirstName(2) ""your partner""]] must hit bottom",,,,Vpartner must hit bottom,,,,,,,,,,,,,,,
7425,1769,dup_collaborationExperience,3,rarely,rarely,,,,rarely,,0,,,,,,,,,,,,,
6105,742,childInputVoice,2,sometimes,sometimes,,,,sometimes,,0,,,,,,,,,,,,,
6106,742,childInputVoice,3,rarely,rarely,,,,rarely,,0,,,,,,,,,,,,,
1740,755,brushingCurrent,3,once each day,once each day,,,,once each day,,,,,,,,,,,,,,,
1699,755,brushingGoals,5,before bedtime,before bedtime,,,,before bedtime,,,,,,,,,,,,,,,
2270,755,brushingCurrent,2,first in morning,,,,,,,,,,,,,,,,,,,,
1737,763,brushingGoals,6,once each day,once each day,,,,once each day,,,,,,,,,,,,,,,
1738,763,brushingGoals,7,after dinner,after dinner,,,,after dinner,,,,,,,,,,,,,,,
1739,763,brushingGoals,8,before bedtime,before bedtime,,,,before bedtime,,,,,,,,,,,,,,,
2271,763,brushingGoals,5,first in morning,,,,,,,,,,,,,,,,,,,,
6107,742,childInputVoice,4,never,never,,,,never,,0,,,,,,,,,,,,,
7426,1769,dup_collaborationExperience,4,never,never,,,,never,,0,,,,,,,,,,,,,
7427,1770,dup_collaborationExperience,0,always,always,,,,always,,0,,,,,,,,,,,,,
7428,1770,dup_collaborationExperience,1,mostly,,,,,,,0,,,,,,,,,,,,,
7429,1770,dup_collaborationExperience,2,sometimes,sometimes,,,,sometimes,,0,,,,,,,,,,,,,
2278,935,sleepChildParent,1,no,,,,,,,,,,,,,,,,,,,,
2279,935,sleepChildParent,2,yes,,,,,,,,,,,,,,,,,,,,
7430,1770,dup_collaborationExperience,3,rarely,rarely,,,,rarely,,0,,,,,,,,,,,,,
7431,1770,dup_collaborationExperience,4,never,never,,,,never,,0,,,,,,,,,,,,,
7529,1784,dup_dup_feelingP1,1,calm,calm,,,,calm,,0,text,,,,,,,,,,,,
6077,578,collaborationThresholdFamily,0,totallyAgree,totally agree,,,,totallyAgree,,0,,,,,,,,,,,,,
6078,578,collaborationThresholdFamily,1,mostlyAgree,mostly agree,,,,mostlyAgree,,0,,,,,,,,,,,,,
6079,578,collaborationThresholdFamily,2,somewhatAgree,somewhat agree,,,,somewhatAgree,,0,,,,,,,,,,,,,
6080,578,collaborationThresholdFamily,3,rarelyAgree,rarely agree,,,,rarelyAgree,,0,,,,,,,,,,,,,
2303,943,choreListOutside,1,cut grass,,,,,,,,,,,,,,,,,,,,
2312,944,choreListPayment,1,cash,,,,,,,,,,,,,,,,,,,,
6081,578,collaborationThresholdFamily,4,neverAgree,never agree,,,,neverAgree,,0,,,,,,,,,,,,,
7530,1784,dup_dup_feelingP1,2,indifferent,indifferent,,,,indifferent,,0,text,,,,,,,,,,,,
7531,1784,dup_dup_feelingP1,4,anxious,anxious,,,,anxious,,0,text,,,,,,,,,,,,
2317,945,dup_choreListPayment,1,cash,,,,,,,,,,,,,,,,,,,,
7532,1784,dup_dup_feelingP1,3,concerned,concerned,,,,concerned,,0,text,,,,,,,,,,,,
2321,946,choreListPet,1,feed pets,,,,,,,,,,,,,,,,,,,,
2323,946,choreListPet,2,walk dogs,,,,,,,,,,,,,,,,,,,,
7341,1758,dup_agressionSiblings,3,always,always,,,,always,,0,,,,,,,,,,,,,
2327,946,choreListPet,3,wash dogs,,,,,,,,,,,,,,,,,,,,
2304,943,choreListOutside,3,rake leaves,,,,,,,,,,,,,,,,,,,,
2306,943,choreListOutside,4,sweep sidewalk,,,,,,,,,,,,,,,,,,,,
2307,943,choreListOutside,5,sweep garage,,,,,,,,,,,,,,,,,,,,
2308,943,choreListOutside,6,weed garden,,,,,,,,,,,,,,,,,,,,
2309,943,choreListOutside,7,shovel snow,,,,,,,,,,,,,,,,,,,,
2310,943,choreListOutside,8,clean rain gutters,,,,,,,,,,,,,,,,,,,,
2311,943,choreListOutside,9,paint house,,,,,paint house,,,,,,,,,,,,,,,
2328,943,choreListOutside,2,wash car,,,,,,,,,,,,,,,,,,,,
2329,947,dup_choreListOutsidePayment,1,cash,,,,,,,,,,,,,,,,,,,,
6056,1406,VisitationEndDay,3,Wednesday,,,,,Wednesday,,0,text,,,,,,,,,,,,
6057,1406,VisitationEndDay,4,Thursday,,,,,Thursday,,0,text,,,,,,,,,,,,
6058,1406,VisitationEndDay,5,Friday,,,,,Friday,,0,text,,,,,,,,,,,,
7342,1758,dup_agressionSiblings,2,often,often,,,,often,,0,,,,,,,,,,,,,
7343,1758,dup_agressionSiblings,1,sometimes,sometimes,,,,sometimes,,0,,,,,,,,,,,,,
7344,1758,dup_agressionSiblings,0,never,never,,,,never,,0,,,,,,,,,,,,,
7561,1790,clientReliance,3,IForgetSometimes,I forget sometimes,,,,IForgetSometimes,,0,,,,,,,,,,,,,
7562,1791,dup_timelinessP1,3,rarely,rarely,,,,rarely,,0,,,,,,,,,,,,,
8675,2225,dup_EthnicityP1,4,Pacific Islander,Pacific Islander,,,,Pacific Islander,,0,,,,,,,,,,,,,
2344,950,punishmentType,1,time out,,,,,,,,,,,,,,,,,,,,
2345,950,punishmentType,2,grounded,,,,,,,,,,,,,,,,,,,,
2346,950,punishmentType,3,no privileges,,,,,,,,,,,,,,,,,,,,
2351,950,punishmentType,4,early bedtime,,,,,,,,,,,,,,,,,,,,
6059,1406,VisitationEndDay,6,Saturday,,,,,Saturday,,0,text,,,,,,,,,,,,
6028,657,teamSportsType,7,racketBall,racket ball,,,,racketBall,,0,,,,,,,,,,,,,
6030,657,teamSportsType,6,lacrosse,lacrosse,,,,lacrosse,,0,,,,,,,,,,,,,
6027,657,teamSportsType,9,sailing,sailing,,,,sailing,,0,,,,,,,,,,,,,
1292,657,teamSportsType,10,soccer,soccer,,,,soccer,,,,,,,,,,,,,,,
4541,263,AddressState,26,MT,,,,,,,,,,,,,,,,,,,,
7354,586,dating,0,age,age,,,,age,,2,text,,,,,,,,,,,,
7355,1759,homeworkTiming,0,rightAfterSchool,right after school,,,,rightAfterSchool,,0,text,,,,,,,,,,,,
8676,2225,dup_EthnicityP1,5,Native American,Native American,,,,Native American,,0,,,,,,,,,,,,,
7563,1791,dup_timelinessP1,4,never,never,,,,never,,0,,,,,,,,,,,,,
7564,1791,dup_timelinessP1,2,usually,usually,,,,usually,,0,,,,,,,,,,,,,
8677,2225,dup_EthnicityP1,1,Caucasian,Caucasian,,,,Caucasian,,0,text,,,,,,,,,,,,
7565,1791,dup_timelinessP1,1,always,always,,,,always,,0,,,,,,,,,,,,,
8678,2226,dup_Nationality,162,Russian Federation,,,,,,,0,,,,,,,,,,,,,
7357,1759,homeworkTiming,1,rightAfterPlaytime,right after playtime,,,,rightAfterPlaytime,,0,text,,,,,,,,,,,,
7349,1023,sexualitySelf,0,never,never,,,,never,,0,,,,,,,,,,,,,
7350,1023,sexualitySelf,1,sometimes,sometimes,,,,sometimes,,0,,,,,,,,,,,,,
7358,1759,homeworkTiming,2,rightAfterDinner,right after dinner,,,,rightAfterDinner,,0,text,,,,,,,,,,,,
7351,1023,sexualitySelf,2,often,often,,,,often,,0,,,,,,,,,,,,,
9647,2336,dup_contactHourFriendsNonSchoolEndAMPM,1,PM,P.M.,,,,PM,,0,text,,,,,,,,,,,,
7352,1023,sexualitySelf,3,always,always,,,,always,,0,,,,,,,,,,,,,
7573,1794,dup_reliabilityP1,3,IForgetSometimes,I forget sometimes,,,,IForgetSometimes,,0,,,,,,,,,,,,,
7360,1760,homeworkDistractions,0,silence,silence,,,,silence,,0,text,,,,,,,,,,,,
7619,129,SchoolAttendance,5,NA,N/A,,,,NA,,0,text,,,,,,,,,,,,
7353,936,breastfeedingAgeLimit,0,age,age,,,,age,,2,text,,select age 0-18,,,,,,,,,,
7362,1760,homeworkDistractions,2,TV,TV,,,,TV,,0,text,,,,,,,,,,,,
9847,2369,dup_negativeDocumentsP2,1,sometimes,sometimes,,,,sometimes,,0,text,,,,,,,,,,,,
9848,2369,dup_negativeDocumentsP2,2,always,always,,,,always,,0,text,,,,,,,,,,,,
9648,2336,dup_contactHourFriendsNonSchoolEndAMPM,2,AM,A.M.,,,,AM,,0,text,,,,,,,,,,,,
3113,1224,orthodonticFinancialResponsible,4,other,other,,,,other,,10,text,,pick 0 to 100 %,,,,,,,,,,
9451,2305,Court_jurisdiction,33,New York,New York,,,,NY,,0,,,,,,,,,,,,,
2412,959,dup_privacyChild,9,bedroom privacy (knock first),bedroom privacy (knock first),,,,bedroom privacy (knock first),,0,text,,,,,,,,,,,,
7574,1794,dup_reliabilityP1,2,mostly,mostly,,,,mostly,,0,,,,,,,,,,,,,
9649,360,ChangePlanNoReplyA,0,automaticallyApproved,automatically approved,,,,automaticallyApproved,,0,text,,,,,,,,,,,,
7575,1794,dup_reliabilityP1,1,absolutely,absolutely,,,,absolutely,,0,,,,,,,,,,,,,
9798,2354,contractHomeConduct,0,noHomeConductContractIsNeeded,no home conduct contract is needed,,,,noHomeConductContractIsNeeded,,0,text,,,,,,,,,,,,
9453,2305,Court_jurisdiction,35,North Dakota,North Dakota,,,,ND,,0,,,,,,,,,,,,,
7280,952,allowanceLinked,4,anAllowanceWithoutHelping,an allowance without helping,,,,anAllowanceWithoutHelping,,0,text,,,,,,,,,,,,
2430,961,poison,2,no,,,,,,,,,,,,,,,,,,,,
9650,360,ChangePlanNoReplyA,1,automaticallyDenied,automatically denied,,,,automaticallyDenied,,0,text,,further negotiations are required,,,,,,,,,,
7373,1762,goodGradeAverage,6,Pass,Pass,,,,Pass,,0,text,,,,,,,,,,,,
7364,1761,lowGradesConsequence,0,noTV,no TV,,,,noTV,,0,text,,,,,,,,,,,,
2438,964,bikingAloneStreet,1,10,,,,,,,,,,,,,,,,,,,,
2439,964,bikingAloneStreet,2,11,,,,,,,,,,,,,,,,,,,,
2719,1018,USCitizen,1,yes,,,,,,,,,,,,,,,,,,,,
2720,1018,USCitizen,2,no,,,,,,,,,,,,,,,,,,,,
2440,964,bikingAloneStreet,3,12,,,,,,,,,,,,,,,,,,,,
2441,964,bikingAloneStreet,4,13,,,,,,,,,,,,,,,,,,,,
2442,964,bikingAloneStreet,5,14,,,,,,,,,,,,,,,,,,,,
2443,964,bikingAloneStreet,6,15,,,,,,,,,,,,,,,,,,,,
2444,964,bikingAloneStreet,7,16,,,,,,,,,,,,,,,,,,,,
2445,964,bikingAloneStreet,8,17,,,,,,,,,,,,,,,,,,,,
2446,964,bikingAloneStreet,9,18,,,,,,,,,,,,,,,,,,,,
7365,1761,lowGradesConsequence,1,noVideoGames,no video games,,,,noVideoGames,,0,text,,,,,,,,,,,,
7366,1761,lowGradesConsequence,2,noSports,no sports,,,,noSports,,0,text,,,,,,,,,,,,
7367,1761,lowGradesConsequence,3,noGroups,no groups,,,,noGroups,,0,text,,"scouts, 4H, clubs",,,,,,,,,,
7244,981,lockPoolWell,6,haveNotSecuredTheseDangers,have not secured these dangers,,,,haveNotSecuredTheseDangers,,0,text,,,,,,,,,,,,
2482,971,dup_gunAmmoLockLoad,1,locked up,,,,,,,,,,,,,,,,,,,,
2483,971,dup_gunAmmoLockLoad,4,safety on,,,,,,,,,,,,,,,,,,,,
2484,971,dup_gunAmmoLockLoad,5,ammo stored separately,,,,,,,,,,,,,,,,,,,,
2485,971,dup_gunAmmoLockLoad,2,unloaded,,,,,,,,,,,,,,,,,,,,
2486,971,dup_gunAmmoLockLoad,6,load indicator,,,,,,,,,,,,,,,,,,,,
7368,1761,lowGradesConsequence,4,other,other,,,,other,,10,text,,,,,,,,,,,,
2496,976,dup_poison,1,yes,,,,,,,,,,,,,,,,,,,,
2497,976,dup_poison,2,no,,,,,,,,,,,,,,,,,,,,
2499,977,knivesToolsEquipment,2,no,,,,,,,,,,,,,,,,,,,,
2498,977,knivesToolsEquipment,1,yes,,,,,yes,,,,,,,,,,,,,,,
6026,657,teamSportsType,13,tennis,tennis,,,,tennis,,0,,,,,,,,,,,,,
2503,979,poisonChemicalAlcoholMedicine,4,cleansers,,,,,,,,,,,,,,,,,,,,
2504,979,poisonChemicalAlcoholMedicine,5,alcohol,,,,,,,,,,,,,,,,,,,,
2505,979,poisonChemicalAlcoholMedicine,6,drugs/medicine,,,,,,,,,,,,,,,,,,,,
2507,979,poisonChemicalAlcoholMedicine,8,knives/razors,,,,,,,,,,,,,,,,,,,,
2506,979,poisonChemicalAlcoholMedicine,7,poisons,,,,,poisons,,,,,,,,,,,,,,,
2508,979,poisonChemicalAlcoholMedicine,9,tools/machines,,,,,tools/machines,,,,,,,,,,,,,,,
2502,979,poisonChemicalAlcoholMedicine,3,chemicals,,,,,,,,,,,,,,,,,,,,
4025,643,religiousWorship,25,Eckankar,,,,,,,,,,,,,,,,,,,,
2601,998,handWashingFrequency,3,after bathroom,,,,,after bathroom,,,,,,,,,,,,,,,
7245,981,lockPoolWell,7,haveNoSuchDangers,have no such dangers,,,,haveNoSuchDangers,,0,text,,,,,,,,,,,,
7369,1762,goodGradeAverage,0,A,A,,,,A,,0,text,,,,,,,,,,,,
7243,981,lockPoolWell,5,haveSecuredTheseDangers,have secured these dangers,,,,haveSecuredTheseDangers,,0,text,,,,,,,,,,,,
7537,1785,dup_inclusionExclusionP1,5,never,never,,,,never,,0,text,,,,,,,,,,,,
7246,980,referDoor,0,haveRemoved,have removed,,,,haveRemoved,,0,text,,,,,,,,,,,,
7282,1754,allowancePayer,1,[[field Parent_FirstName(1)]],[[field Parent_FirstName(1)]],,,,[[field Parent_FirstName(1)]],,2,text,,percentage,,,,,,,,,,
7370,1762,goodGradeAverage,1,B,B,,,,B,,0,text,,,,,,,,,,,,
7247,980,referDoor,1,haveNotRemoved,have not removed,,,,haveNotRemoved,,0,text,,,,,,,,,,,,
4026,643,religiousWorship,26,Hinduism ,,,,,,,,,,,,,,,,,,,,
1293,657,teamSportsType,12,swimming,swimming,,,,swimming,,,,,,,,,,,,,,,
6036,1449,dup_numberOfOtherCampTypes,2,3,,,,,,,,,,,,,,,,,,,,
7283,1754,allowancePayer,2,[[field Parent_FirstName(2)]],[[field Parent_FirstName(2)]],,,,[[field Parent_FirstName(2)]],,2,text,,percentage,,,,,,,,,,
7536,1785,dup_inclusionExclusionP1,4,rarely,rarely,,,,rarely,,0,text,,,,,,,,,,,,
7248,980,referDoor,2,haveNoSuchDangers,have no such dangers,,,,haveNoSuchDangers,,0,text,,,,,,,,,,,,
7251,962,poisonPlantsIndoor,4,haveNoPoisonousIndoorPlants,have no poisonous indoor plants,,,,haveNoPoisonousIndoorPlants,,0,text,,,,,,,,,,,,
7535,1785,dup_inclusionExclusionP1,3,sometimes,sometimes,,,,sometimes,,0,text,,,,,,,,,,,,
7371,1762,goodGradeAverage,2,C,C,,,,C,,0,text,,,,,,,,,,,,
7534,1785,dup_inclusionExclusionP1,2,mostly,mostly,,,,mostly,,0,text,,,,,,,,,,,,
7533,1785,dup_inclusionExclusionP1,1,always,always,,,,always,,0,text,,,,,,,,,,,,
7372,1762,goodGradeAverage,3,D,D,,,,D,,0,text,,,,,,,,,,,,
7217,973,gunLockLoadAmmo,2,aLockBox,a lock box,,,,aLockBox,,0,,,,,,,,,,,,,
7582,1789,reliabilityP1,0,always,always,,,,always,,0,text,,,,,,,,,,,,
7541,1786,dup_discomfortNoShowP1,2,mostly,mostly,,,,mostly,,0,text,,,,,,,,,,,,
7540,1786,dup_discomfortNoShowP1,3,sometimes,sometimes,,,,sometimes,,0,text,,,,,,,,,,,,
7218,973,gunLockLoadAmmo,3,aGunSafe,a gun safe,,,,aGunSafe,,0,,,,,,,,,,,,,
6029,657,teamSportsType,11,squash,squash,,,,squash,,0,,,,,,,,,,,,,
10262,2440,dup_Nationality,157,Portugal,,,,,,,0,,,,,,,,,,,,,
2524,985,fireHeatElectric,5,electricity,,,,,,,,,,,,,,,,,,,,
2525,985,fireHeatElectric,6,sharp objects,,,,,,,,,,,,,,,,,,,,
2527,985,fireHeatElectric,8,drowning,,,,,,,,,,,,,,,,,,,,
2528,985,fireHeatElectric,9,traffic,,,,,,,,,,,,,,,,,,,,
2530,985,fireHeatElectric,10,choking,,,,,,,,,,,,,,,,,,,,
2522,985,fireHeatElectric,4,fire,,,,,,,,,,,,,,,,,,,,
6031,657,teamSportsType,8,rugby,rugby,,,,rugby,,0,,,,,,,,,,,,,
7363,1760,homeworkDistractions,5,other,other,,,,other,,10,text,,,,,,,,,,,,
7361,1760,homeworkDistractions,3,radio,radio,,,,radio,,0,text,,,,,,,,,,,,
7375,1760,homeworkDistractions,4,friends,friends,,,,friends,,0,text,,,,,,,,,,,,
2575,835,changeSchoolsReason,5,parent preference,,,,,,,,,,,,,,,,,,,,
10263,2440,dup_Nationality,158,Puerto Rico,,,,,,,0,,,,,,,,,,,,,
7052,1741,dup_religiousWorship,4,Atheismnone,Atheism (none),,,,Atheismnone,,0,text,,,,,,,,,,,,
7539,1786,dup_discomfortNoShowP1,4,rarely,rarely,,,,rarely,,0,text,,,,,,,,,,,,
9728,2344,dup_bedtimeTimeVacationsSummer,6,11,,,,,,,0,,,,,,,,,,,,,
7055,1741,dup_religiousWorship,38,Unitarian Universalist ,,,,,,,0,,,,,,,,,,,,,
7056,1741,dup_religiousWorship,37,Taoist ,,,,,,,0,,,,,,,,,,,,,
7538,1786,dup_discomfortNoShowP1,5,never,never,,,,never,,0,text,,,,,,,,,,,,
6992,1730,collegeFund,1,onlyIWill,only I will,,,,onlyIWill,,0,text,,,,,,,,,,,,
4027,643,religiousWorship,27,Humanist ,,,,,,,,,,,,,,,,,,,,
8679,2226,dup_Nationality,72,Georgia,,,,,,,0,,,,,,,,,,,,,
8680,2226,dup_Nationality,39,Chad,,,,,,,0,,,,,,,,,,,,,
7057,1741,dup_religiousWorship,36,Spiritualist ,,,,,,,0,,,,,,,,,,,,,
7058,1741,dup_religiousWorship,35,Sikhism ,,,,,,,0,,,,,,,,,,,,,
7059,1741,dup_religiousWorship,34,Scientology ,,,,,,,0,,,,,,,,,,,,,
7060,1741,dup_religiousWorship,33,Nonreligious/Secular ,,,,,,,0,,,,,,,,,,,,,
7061,1741,dup_religiousWorship,32,New Age ,,,,,,,0,,,,,,,,,,,,,
2614,995,datingAppropriatePerson,2,family members,,,,,,,,,,,,,,,,,,,,
2615,995,datingAppropriatePerson,3,family friends,,,,,,,,,,,,,,,,,,,,
2577,995,datingAppropriatePerson,5,teachers/tutors,,,,,teachers/tutors,,,,,,,,,,,,,,,
2578,995,datingAppropriatePerson,6,coaches/leaders,,,,,coaches/leaders,,,,,,,,,,,,,,,
6032,1449,dup_numberOfOtherCampTypes,6,7,7,,,,7,,,,,,,,,,,,,,,
6033,1449,dup_numberOfOtherCampTypes,5,6,6,,,,6,,,,,,,,,,,,,,,
6034,1449,dup_numberOfOtherCampTypes,4,5,5,,,,5,,,,,,,,,,,,,,,
7062,1741,dup_religiousWorship,31,Native American Religion ,,,,,,,0,,,,,,,,,,,,,
7063,1741,dup_religiousWorship,30,Judaism ,,,,,,,0,,,,,,,,,,,,,
1457,704,schoolGradeLevel,4,1stGrade,1st grade,,,,1stGrade,,0,,,,,,,,,,,,,
6993,1730,collegeFund,2,onlyWill,only [[field Parent_FirstName(2)]] will,,,,onlyWill,,0,text,,,,,,,,,,,,
4028,643,religiousWorship,28,Islam ,,,,,,,,,,,,,,,,,,,,
4029,643,religiousWorship,29,Judaism ,,,,,,,,,,,,,,,,,,,,
7009,704,schoolGradeLevel,5,2ndGrade,2nd grade,,,,2ndGrade,,0,,,,,,,,,,,,,
